# Vantis Steering Systems — timesheet export
# period: 2021 Q1   exported: 2021-04-05
# charge code format changed in 2022 and again in 2024. Older rows keep the old format.
# an empty 'approved' column means the line was never signed off, not that it was rejected.
week_ending,employee,charge_code,hours,activity,approved
2021-01-01,M. Lindqvist,1008,10.0,validation,Y
2021-01-08,D. Ferreira,1008,19.0,validation,Y
2021-01-15,"Kovac, Ana",1008,5.0,validation,Y
2021-01-22,"Arnaud, Ines",1008,71.2,validation,Y
2021-01-01,"Renaud, Luc",1008,26.3,pm,Y
2021-01-01,"Moreau, Julien",1021,11.0,safety,Y
2021-01-08,"Haas, Nils",1021,20.0,safety,Y
2021-01-15,"Arnaud, Ines",1021,31.0,safety,
2021-01-22,"Renaud, Luc",1021,25.0,safety,Y
2021-01-01,"Lindqvist, Maja",1021,15.0,safety,Y
2021-02-08,A. Kovac,1021,22.0,safety,Y
2021-02-15,I. Arnaud,1021,5.0,safety,
2021-02-22,"Lindqvist, Maja",1021,15.0,safety,Y
2021-02-01,A. Kovac,1021,7.0,safety,Y
2021-03-08,"Kovac, Ana",1021,40.0,safety,Y
2021-03-15,"Palmer, Ewan",1021,29.0,safety,
2021-03-22,M. Lindqvist,1021,37.0,safety,Y
2021-03-01,T. Sala,1021,913.1,safety,Y
2021-01-01,T. Sala,1021,27.0,systems,Y
2021-01-08,"Sala, Tomas",1021,8.0,systems,Y
2021-01-15,"Moreau, Julien",1021,35.0,systems,Y
2021-01-22,S. Beker,1021,10.0,systems,Y
2021-01-01,"Kovac, Ana",1021,29.0,systems,Y
2021-02-08,E. Palmer,1021,37.0,systems,Y
2021-02-15,T. Sala,1021,15.0,systems,Y
2021-02-22,"Renaud, Luc",1021,9.0,systems,Y
2021-02-01,T. Sala,1021,36.0,systems,Y
2021-03-08,J. Moreau,1021,128.3,systems,Y
2021-01-01,M. Lindqvist,1021,5.0,pm,
2021-01-08,I. Arnaud,1021,24.0,pm,Y
2021-01-15,"Strand, Petra",1021,17.0,pm,Y
2021-01-22,"Sala, Tomas",1021,5.0,pm,Y
