# Vantis Steering Systems — timesheet export
# period: 2021 Q3   exported: 2021-10-05
# charge code format changed in 2022 and again in 2024. Older rows keep the old format.
# an empty 'approved' column means the line was never signed off, not that it was rejected.
week_ending,employee,charge_code,hours,activity,approved
2021-07-01,"Palmer, Ewan",1002,23.0,software,Y
2021-07-08,I. Arnaud,1002,18.0,software,Y
2021-07-15,A. Kovac,1002,19.0,software,Y
2021-07-22,"Strand, Petra",1002,23.0,software,Y
2021-07-01,P. Strand,1002,16.0,software,Y
2021-08-08,"Renaud, Luc",1002,22.0,software,Y
2021-08-15,L. Renaud,1002,18.0,software,Y
2021-08-22,"Ferreira, Diogo",1002,17.0,software,Y
2021-08-01,"Lindqvist, Maja",1002,27.0,software,Y
2021-09-08,"Palmer, Ewan",1002,8.0,software,Y
2021-09-15,"Lindqvist, Maja",1002,17.0,software,Y
2021-09-22,P. Strand,1002,38.0,software,Y
2021-09-01,J. Moreau,1002,487.3,software,Y
2021-07-01,T. Sala,1002,20.0,validation,Y
2021-07-08,"Kovac, Ana",1002,39.0,validation,Y
2021-07-15,I. Arnaud,1002,25.0,validation,Y
2021-07-22,T. Sala,1002,23.0,validation,Y
2021-07-01,"Lindqvist, Maja",1002,17.0,validation,Y
2021-08-08,R. Dietrich,1002,31.0,validation,Y
2021-08-15,M. Lindqvist,1002,9.0,validation,Y
2021-08-22,L. Renaud,1002,102.6,validation,Y
2021-07-01,E. Palmer,1002,38.0,systems,Y
2021-07-08,D. Ferreira,1002,38.0,systems,Y
2021-07-15,T. Sala,1002,7.0,systems,Y
2021-07-22,J. Moreau,1002,40.0,systems,Y
2021-07-01,I. Arnaud,1002,30.0,systems,Y
2021-08-08,M. Lindqvist,1002,47.0,systems,Y
2021-07-01,M. Lindqvist,1002,33.0,pm,Y
2021-07-08,I. Arnaud,1002,38.0,pm,Y
2021-07-15,J. Moreau,1002,19.0,pm,Y
2021-07-22,N. Haas,1002,43.3,pm,Y
2021-07-01,M. Lindqvist,1063,17.0,software,Y
2021-07-08,"Renaud, Luc",1063,16.0,software,Y
2021-07-15,D. Ferreira,1063,11.0,software,Y
2021-07-22,L. Renaud,1063,6.0,software,Y
2021-07-01,"Beker, Sena",1063,40.0,software,Y
2021-08-08,"Sala, Tomas",1063,39.0,software,Y
2021-08-15,M. Lindqvist,1063,5.0,software,Y
2021-08-22,S. Beker,1063,11.0,software,Y
2021-08-01,S. Beker,1063,39.0,software,Y
2021-09-08,A. Kovac,1063,40.0,software,Y
2021-09-15,T. Sala,1063,23.0,software,Y
2021-09-22,A. Kovac,1063,33.0,software,Y
2021-09-01,M. Lindqvist,1063,132.2,software,Y
2021-07-01,"Lindqvist, Maja",1063,12.0,systems,
2021-07-08,M. Lindqvist,1063,24.0,systems,Y
2021-07-15,D. Ferreira,1063,19.0,systems,
2021-07-22,J. Moreau,1063,14.0,systems,Y
2021-07-01,L. Renaud,1063,95.9,systems,Y
2021-07-01,S. Beker,1063,10.0,validation,Y
2021-07-08,M. Lindqvist,1063,24.0,validation,Y
2021-07-15,S. Beker,1063,26.0,validation,Y
2021-07-22,J. Moreau,1063,8.0,validation,Y
2021-07-01,"Arnaud, Ines",1063,96.9,validation,Y
2021-07-01,"Arnaud, Ines",1063,35.0,pm,Y
2021-07-08,L. Renaud,1063,17.0,pm,Y
2021-07-15,"Palmer, Ewan",1063,30.4,pm,
2021-07-01,J. Moreau,1112,22.0,software,
2021-07-08,E. Palmer,1112,15.0,software,Y
2021-07-15,"Strand, Petra",1112,29.0,software,Y
2021-07-22,M. Lindqvist,1112,32.0,software,Y
2021-07-01,E. Palmer,1112,47.5,software,Y
2021-07-01,D. Ferreira,1112,9.0,validation,Y
2021-07-08,N. Haas,1112,43.9,validation,Y
2021-07-01,J. Moreau,1112,35.0,systems,Y
2021-07-08,P. Strand,1112,4.7,systems,Y
2021-07-01,"Moreau, Julien",1112,26.5,pm,Y
2021-07-01,"Moreau, Julien",1120,10.0,hardware,Y
2021-07-08,A. Kovac,1120,20.0,hardware,Y
2021-07-15,T. Sala,1120,11.0,hardware,Y
2021-07-22,"Renaud, Luc",1120,6.0,hardware,Y
2021-07-01,L. Renaud,1120,27.0,hardware,Y
2021-08-08,"Kovac, Ana",1120,26.0,hardware,Y
2021-08-15,"Ferreira, Diogo",1120,30.0,hardware,Y
2021-08-22,M. Lindqvist,1120,15.0,hardware,Y
2021-08-01,J. Moreau,1120,30.0,hardware,Y
2021-09-08,L. Renaud,1120,36.0,hardware,Y
2021-09-15,"Arnaud, Ines",1120,25.0,hardware,Y
2021-09-22,"Kovac, Ana",1120,39.0,hardware,Y
2021-09-01,R. Dietrich,1120,987.3,hardware,Y
2021-07-01,I. Arnaud,1120,38.0,validation,Y
2021-07-08,"Sala, Tomas",1120,18.0,validation,Y
2021-07-15,E. Palmer,1120,33.0,validation,Y
2021-07-22,R. Dietrich,1120,19.0,validation,Y
2021-07-01,"Kovac, Ana",1120,14.0,validation,Y
2021-08-08,N. Haas,1120,15.0,validation,Y
2021-08-15,N. Haas,1120,9.0,validation,Y
2021-08-22,"Palmer, Ewan",1120,26.0,validation,Y
2021-08-01,E. Palmer,1120,29.0,validation,Y
2021-09-08,S. Beker,1120,16.0,validation,Y
2021-09-15,S. Beker,1120,14.0,validation,
2021-09-22,A. Kovac,1120,15.0,validation,Y
2021-09-01,"Beker, Sena",1120,213.0,validation,
2021-07-01,"Renaud, Luc",1120,5.0,systems,Y
2021-07-08,T. Sala,1120,35.0,systems,Y
2021-07-15,R. Dietrich,1120,17.0,systems,Y
2021-07-22,E. Palmer,1120,6.0,systems,
2021-07-01,A. Kovac,1120,40.0,systems,
2021-08-08,"Haas, Nils",1120,9.0,systems,Y
2021-08-15,S. Beker,1120,9.0,systems,Y
2021-08-22,M. Lindqvist,1120,34.0,systems,Y
2021-08-01,"Lindqvist, Maja",1120,34.0,systems,Y
2021-09-08,M. Lindqvist,1120,6.0,systems,Y
2021-09-15,P. Strand,1120,149.3,systems,Y
2021-07-01,"Palmer, Ewan",1120,10.0,pm,Y
2021-07-08,D. Ferreira,1120,11.0,pm,Y
2021-07-15,S. Beker,1120,14.0,pm,Y
2021-07-22,T. Sala,1120,34.0,pm,Y
2021-07-01,E. Palmer,1120,4.0,pm,Y
2021-08-08,L. Renaud,1120,10.0,pm,
2021-08-15,N. Haas,1120,146.4,pm,Y
2021-07-01,P. Strand,1151,19.0,software,Y
2021-07-08,"Moreau, Julien",1151,10.0,software,Y
2021-07-15,"Ferreira, Diogo",1151,36.0,software,Y
2021-07-22,"Lindqvist, Maja",1151,29.0,software,Y
2021-07-01,"Palmer, Ewan",1151,32.0,software,Y
2021-08-08,I. Arnaud,1151,23.0,software,Y
2021-08-15,P. Strand,1151,35.0,software,Y
2021-08-22,P. Strand,1151,11.0,software,Y
2021-08-01,D. Ferreira,1151,14.0,software,
2021-09-08,"Kovac, Ana",1151,16.0,software,Y
2021-09-15,"Haas, Nils",1151,115.6,software,Y
2021-07-01,"Dietrich, Rea",1151,26.0,systems,Y
2021-07-08,E. Palmer,1151,21.0,systems,Y
2021-07-15,T. Sala,1151,30.0,systems,Y
2021-07-22,L. Renaud,1151,22.0,systems,Y
2021-07-01,"Renaud, Luc",1151,37.3,systems,Y
2021-07-01,A. Kovac,1151,37.0,validation,Y
2021-07-08,"Renaud, Luc",1151,25.0,validation,Y
2021-07-15,"Moreau, Julien",1151,36.0,validation,Y
2021-07-22,D. Ferreira,1151,31.0,validation,Y
2021-07-01,"Dietrich, Rea",1151,7.3,validation,Y
2021-07-01,"Beker, Sena",1151,35.0,pm,Y
2021-07-08,N. Haas,1151,8.0,pm,Y
