# Vantis Steering Systems — timesheet export
# period: 2025 Q3   exported: 2025-10-05
# charge code format changed in 2022 and again in 2024. Older rows keep the old format.
# an empty 'approved' column means the line was never signed off, not that it was rejected.
week_ending,employee,charge_code,hours,activity,approved
2025-07-01,J. Moreau,VST-1011,18.0,safety,Y
2025-07-08,R. Dietrich,VST-1011,12.0,safety,Y
2025-07-15,D. Ferreira,VST-1011,4.0,safety,Y
2025-07-22,I. Arnaud,VST-1011,31.0,safety,Y
2025-07-01,N. Haas,VST-1011,31.0,safety,Y
2025-08-08,"Haas, Nils",VST-1011,35.0,safety,Y
2025-08-15,E. Palmer,VST-1011,20.0,safety,Y
2025-08-22,S. Beker,VST-1011,10.0,safety,Y
2025-08-01,J. Moreau,VST-1011,22.0,safety,Y
2025-09-08,"Dietrich, Rea",VST-1011,22.0,safety,Y
2025-09-15,D. Ferreira,VST-1011,21.0,safety,Y
2025-09-22,N. Haas,VST-1011,33.0,safety,Y
2025-09-01,R. Dietrich,VST-1011,998.1,safety,Y
2025-07-01,P. Strand,VST-1011,19.0,systems,Y
2025-07-08,I. Arnaud,VST-1011,18.0,systems,Y
2025-07-15,"Ferreira, Diogo",VST-1011,34.0,systems,Y
2025-07-22,S. Beker,VST-1011,13.0,systems,Y
2025-07-01,R. Dietrich,VST-1011,28.0,systems,Y
2025-08-08,M. Lindqvist,VST-1011,22.0,systems,Y
2025-08-15,"Strand, Petra",VST-1011,40.0,systems,Y
2025-08-22,R. Dietrich,VST-1011,20.0,systems,Y
2025-08-01,I. Arnaud,VST-1011,26.0,systems,Y
2025-09-08,E. Palmer,VST-1011,24.0,systems,Y
2025-09-15,"Strand, Petra",VST-1011,115.2,systems,Y
2025-07-01,J. Moreau,VST-1011,10.0,pm,Y
2025-07-08,D. Ferreira,VST-1011,30.0,pm,Y
2025-07-15,I. Arnaud,VST-1011,26.0,pm,Y
2025-07-22,"Renaud, Luc",VST-1011,10.0,pm,Y
2025-07-01,"Renaud, Luc",VST-1011,31.0,pm,Y
2025-08-08,E. Palmer,VST-1011,72.6,pm,Y
2025-07-01,"Beker, Sena",VST-1028,31.0,software,Y
2025-07-08,T. Sala,VST-1028,34.0,software,Y
2025-07-15,S. Beker,VST-1028,24.0,software,Y
2025-07-22,M. Lindqvist,VST-1028,12.0,software,Y
2025-07-01,J. Moreau,VST-1028,15.0,software,Y
2025-08-08,T. Sala,VST-1028,77.3,software,Y
2025-07-01,S. Beker,VST-1028,23.0,validation,Y
2025-07-08,S. Beker,VST-1028,33.0,validation,Y
2025-07-15,D. Ferreira,VST-1028,14.3,validation,Y
2025-07-01,"Ferreira, Diogo",VST-1028,7.0,systems,Y
2025-07-08,L. Renaud,VST-1028,45.7,systems,Y
2025-07-01,T. Sala,VST-1028,12.0,pm,Y
2025-07-08,L. Renaud,VST-1028,23.1,pm,Y
2025-07-01,T. Sala,VST-1054,39.0,safety,Y
2025-07-08,"Palmer, Ewan",VST-1054,32.0,safety,Y
