# Vantis Steering Systems — timesheet export
# period: 2022 Q2   exported: 2022-07-05
# charge code format changed in 2022 and again in 2024. Older rows keep the old format.
# an empty 'approved' column means the line was never signed off, not that it was rejected.
week_ending,employee,charge_code,hours,activity,approved
2022-04-01,E. Palmer,VST1006,13.0,calibration,Y
2022-04-08,R. Dietrich,VST1006,33.0,calibration,Y
2022-04-15,N. Haas,VST1006,15.0,calibration,Y
2022-04-22,"Ferreira, Diogo",VST1006,67.3,calibration,Y
2022-04-01,P. Strand,VST1006,17.0,validation,Y
2022-04-08,"Kovac, Ana",VST1006,36.5,validation,Y
2022-04-01,A. Kovac,VST1006,32.1,pm,Y
2022-04-01,"Beker, Sena",VST1022,8.0,validation,Y
2022-04-08,E. Palmer,VST1022,26.0,validation,Y
2022-04-15,"Kovac, Ana",VST1022,52.0,validation,Y
2022-04-01,"Moreau, Julien",VST1022,21.5,pm,
2022-04-01,R. Dietrich,VST1032,35.0,software,Y
2022-04-08,E. Palmer,VST1032,6.0,software,Y
2022-04-15,S. Beker,VST1032,19.0,software,Y
2022-04-22,R. Dietrich,VST1032,23.0,software,Y
2022-04-01,L. Renaud,VST1032,5.0,software,Y
2022-05-08,"Beker, Sena",VST1032,98.2,software,Y
2022-04-01,E. Palmer,VST1032,4.0,validation,Y
2022-04-08,E. Palmer,VST1032,63.7,validation,Y
2022-04-01,"Moreau, Julien",VST1032,27.0,systems,Y
2022-04-08,M. Lindqvist,VST1032,23.8,systems,Y
2022-04-01,"Renaud, Luc",VST1032,33.9,pm,Y
2022-04-01,"Dietrich, Rea",VST1080,31.0,safety,Y
2022-04-08,"Ferreira, Diogo",VST1080,20.0,safety,Y
2022-04-15,"Strand, Petra",VST1080,29.0,safety,Y
2022-04-22,"Lindqvist, Maja",VST1080,26.0,safety,Y
2022-04-01,R. Dietrich,VST1080,11.0,safety,Y
2022-05-08,R. Dietrich,VST1080,5.0,safety,Y
