# Vantis Steering Systems — timesheet export
# period: 2022 Q4   exported: 2022-12-05
# charge code format changed in 2022 and again in 2024. Older rows keep the old format.
# an empty 'approved' column means the line was never signed off, not that it was rejected.
week_ending,employee,charge_code,hours,activity,approved
2022-10-01,"Renaud, Luc",VST1010,4.5,systems,Y
2022-10-01,D. Ferreira,VST1010,4.4,pm,Y
2022-10-01,S. Beker,VST1018,14.0,safety,Y
2022-10-08,S. Beker,VST1018,10.0,safety,Y
2022-10-15,"Sala, Tomas",VST1018,4.0,safety,
2022-10-22,L. Renaud,VST1018,22.0,safety,
2022-10-01,P. Strand,VST1018,26.0,safety,Y
2022-11-08,M. Lindqvist,VST1018,23.0,safety,Y
2022-11-15,A. Kovac,VST1018,13.0,safety,Y
2022-11-22,"Lindqvist, Maja",VST1018,26.0,safety,
2022-11-01,"Haas, Nils",VST1018,40.0,safety,Y
2022-12-08,"Strand, Petra",VST1018,128.3,safety,Y
2022-10-01,R. Dietrich,VST1018,33.0,systems,Y
2022-10-08,P. Strand,VST1018,34.0,systems,Y
2022-10-15,P. Strand,VST1018,20.5,systems,Y
2022-10-01,"Strand, Petra",VST1018,4.0,pm,Y
2022-10-08,"Beker, Sena",VST1018,39.8,pm,Y
2022-10-01,D. Ferreira,VST1026,32.0,software,Y
2022-10-08,J. Moreau,VST1026,20.0,software,Y
2022-10-15,N. Haas,VST1026,40.0,software,Y
2022-10-01,A. Kovac,VST1026,30.0,validation,
2022-10-08,N. Haas,VST1026,22.0,validation,Y
2022-10-15,E. Palmer,VST1026,40.0,validation,Y
2022-10-01,"Arnaud, Ines",VST1026,34.0,pm,Y
2022-10-08,I. Arnaud,VST1026,12.0,pm,Y
2022-10-01,J. Moreau,VST1031,4.5,systems,Y
2022-10-01,M. Lindqvist,VST1031,4.5,pm,Y
2022-10-01,"Palmer, Ewan",VST1061,21.0,hardware,Y
2022-10-08,I. Arnaud,VST1061,36.0,hardware,Y
2022-10-15,"Strand, Petra",VST1061,32.0,hardware,Y
2022-10-22,"Palmer, Ewan",VST1061,28.0,hardware,Y
2022-10-01,E. Palmer,VST1061,8.0,hardware,Y
2022-11-08,E. Palmer,VST1061,15.0,hardware,Y
2022-11-15,"Arnaud, Ines",VST1061,4.0,hardware,Y
2022-11-22,M. Lindqvist,VST1061,38.0,hardware,Y
2022-11-01,"Haas, Nils",VST1061,34.0,hardware,Y
2022-12-08,D. Ferreira,VST1061,39.0,hardware,Y
2022-12-15,R. Dietrich,VST1061,16.0,hardware,
2022-12-22,D. Ferreira,VST1061,35.0,hardware,Y
2022-12-01,"Renaud, Luc",VST1061,884.0,hardware,Y
2022-10-01,"Arnaud, Ines",VST1061,10.0,validation,Y
2022-10-08,M. Lindqvist,VST1061,5.0,validation,Y
