# Vantis Steering Systems — timesheet export
# period: 2019 Q4   exported: 2019-12-05
# charge code format changed in 2022 and again in 2024. Older rows keep the old format.
# an empty 'approved' column means the line was never signed off, not that it was rejected.
week_ending,employee,charge_code,hours,activity,approved
2019-10-01,P. Strand,1041,15.0,hardware,Y
2019-10-08,N. Haas,1041,10.0,hardware,Y
2019-10-15,"Lindqvist, Maja",1041,7.0,hardware,Y
2019-10-22,J. Moreau,1041,20.0,hardware,Y
2019-10-01,M. Lindqvist,1041,30.0,hardware,Y
2019-11-08,S. Beker,1041,36.0,hardware,Y
2019-11-15,I. Arnaud,1041,32.0,hardware,Y
2019-11-22,"Sala, Tomas",1041,27.0,hardware,Y
2019-11-01,"Beker, Sena",1041,26.0,hardware,Y
2019-12-08,"Moreau, Julien",1041,32.0,hardware,Y
2019-12-15,A. Kovac,1041,25.0,hardware,Y
2019-12-22,M. Lindqvist,1041,10.0,hardware,Y
2019-12-01,"Lindqvist, Maja",1041,218.5,hardware,Y
2019-10-01,I. Arnaud,1041,37.0,validation,Y
2019-10-08,D. Ferreira,1041,11.0,validation,Y
2019-10-15,I. Arnaud,1041,40.0,validation,Y
2019-10-22,"Strand, Petra",1041,14.0,validation,Y
2019-10-01,"Beker, Sena",1041,60.8,validation,Y
2019-10-01,"Sala, Tomas",1041,39.0,systems,Y
2019-10-08,L. Renaud,1041,25.0,systems,Y
2019-10-15,"Strand, Petra",1041,33.7,systems,Y
2019-10-01,I. Arnaud,1041,18.0,pm,Y
2019-10-08,R. Dietrich,1041,47.1,pm,
2019-10-01,E. Palmer,1142,31.0,software,Y
2019-10-08,"Sala, Tomas",1142,12.0,software,Y
2019-10-15,N. Haas,1142,40.0,software,Y
2019-10-22,J. Moreau,1142,27.0,software,
2019-10-01,S. Beker,1142,22.0,software,Y
2019-11-08,"Beker, Sena",1142,20.0,software,Y
2019-11-15,S. Beker,1142,24.0,software,Y
2019-11-22,M. Lindqvist,1142,17.0,software,Y
2019-11-01,"Lindqvist, Maja",1142,36.0,software,Y
2019-12-08,L. Renaud,1142,15.0,software,Y
2019-12-15,"Kovac, Ana",1142,8.0,software,Y
2019-12-22,J. Moreau,1142,12.0,software,Y
2019-12-01,"Beker, Sena",1142,719.1,software,Y
2019-10-01,J. Moreau,1142,18.0,validation,Y
2019-10-08,"Sala, Tomas",1142,26.0,validation,Y
2019-10-15,N. Haas,1142,29.0,validation,Y
2019-10-22,T. Sala,1142,23.0,validation,Y
2019-10-01,T. Sala,1142,27.0,validation,Y
2019-11-08,"Haas, Nils",1142,38.0,validation,Y
2019-11-15,"Beker, Sena",1142,6.0,validation,Y
2019-11-22,M. Lindqvist,1142,29.0,validation,Y
2019-11-01,D. Ferreira,1142,35.0,validation,Y
2019-12-08,N. Haas,1142,24.0,validation,Y
2019-12-15,"Renaud, Luc",1142,102.5,validation,Y
2019-10-01,"Arnaud, Ines",1142,12.0,systems,Y
2019-10-08,J. Moreau,1142,6.0,systems,Y
2019-10-15,R. Dietrich,1142,22.0,systems,Y
2019-10-22,"Kovac, Ana",1142,14.0,systems,Y
2019-10-01,E. Palmer,1142,18.0,systems,Y
2019-11-08,"Renaud, Luc",1142,4.0,systems,
2019-11-15,P. Strand,1142,12.0,systems,Y
2019-11-22,"Arnaud, Ines",1142,180.1,systems,Y
2019-10-01,E. Palmer,1142,5.0,pm,Y
2019-10-08,D. Ferreira,1142,36.0,pm,Y
2019-10-15,"Beker, Sena",1142,12.0,pm,Y
2019-10-22,E. Palmer,1142,10.0,pm,
2019-10-01,"Lindqvist, Maja",1142,32.0,pm,Y
2019-11-08,N. Haas,1142,83.8,pm,Y
2019-10-01,"Palmer, Ewan",1187,35.0,software,Y
2019-10-08,"Strand, Petra",1187,17.0,software,Y
2019-10-15,T. Sala,1187,38.0,software,Y
2019-10-22,R. Dietrich,1187,39.0,software,Y
2019-10-01,A. Kovac,1187,14.0,software,Y
2019-11-08,A. Kovac,1187,31.0,software,Y
2019-11-15,E. Palmer,1187,16.0,software,Y
2019-11-22,"Palmer, Ewan",1187,30.0,software,Y
2019-11-01,I. Arnaud,1187,12.0,software,Y
2019-12-08,"Arnaud, Ines",1187,26.0,software,Y
2019-12-15,R. Dietrich,1187,11.0,software,Y
2019-12-22,I. Arnaud,1187,11.0,software,Y
2019-12-01,"Strand, Petra",1187,224.4,software,Y
2019-10-01,E. Palmer,1187,7.0,systems,Y
2019-10-08,N. Haas,1187,5.0,systems,Y
2019-10-15,R. Dietrich,1187,33.0,systems,Y
2019-10-22,I. Arnaud,1187,5.0,systems,Y
2019-10-01,"Palmer, Ewan",1187,34.0,systems,Y
2019-11-08,"Renaud, Luc",1187,117.8,systems,Y
2019-10-01,"Palmer, Ewan",1187,25.0,validation,Y
2019-10-08,D. Ferreira,1187,34.0,validation,Y
2019-10-15,"Beker, Sena",1187,31.0,validation,Y
2019-10-22,"Beker, Sena",1187,38.0,validation,Y
2019-10-01,I. Arnaud,1187,22.0,validation,Y
2019-11-08,L. Renaud,1187,51.8,validation,Y
2019-10-01,S. Beker,1187,9.0,pm,Y
2019-10-08,"Arnaud, Ines",1187,31.0,pm,Y
2019-10-15,"Ferreira, Diogo",1187,60.9,pm,Y
2019-10-01,"Beker, Sena",1230,16.0,hardware,Y
2019-10-08,S. Beker,1230,7.0,hardware,Y
2019-10-15,T. Sala,1230,32.0,hardware,Y
2019-10-22,M. Lindqvist,1230,27.0,hardware,Y
2019-10-01,N. Haas,1230,4.0,hardware,Y
2019-11-08,D. Ferreira,1230,40.0,hardware,Y
2019-11-15,S. Beker,1230,24.0,hardware,Y
2019-11-22,"Sala, Tomas",1230,21.0,hardware,Y
