# Vantis Steering Systems — timesheet export
# period: 2022 Q1   exported: 2022-04-05
# charge code format changed in 2022 and again in 2024. Older rows keep the old format.
# an empty 'approved' column means the line was never signed off, not that it was rejected.
week_ending,employee,charge_code,hours,activity,approved
2022-01-01,S. Beker,VST1047,19.0,safety,Y
2022-01-08,"Haas, Nils",VST1047,5.0,safety,Y
2022-01-15,M. Lindqvist,VST1047,35.0,safety,Y
2022-01-22,E. Palmer,VST1047,39.0,safety,Y
2022-01-01,"Sala, Tomas",VST1047,29.0,safety,Y
2022-02-08,D. Ferreira,VST1047,25.0,safety,Y
2022-02-15,T. Sala,VST1047,15.0,safety,Y
2022-02-22,N. Haas,VST1047,25.0,safety,Y
2022-02-01,"Arnaud, Ines",VST1047,9.0,safety,
2022-03-08,S. Beker,VST1047,26.0,safety,Y
2022-03-15,"Dietrich, Rea",VST1047,116.8,safety,Y
2022-01-01,D. Ferreira,VST1047,9.0,systems,Y
2022-01-08,M. Lindqvist,VST1047,20.0,systems,Y
2022-01-15,E. Palmer,VST1047,69.2,systems,Y
2022-01-01,A. Kovac,VST1047,32.0,pm,Y
2022-01-08,P. Strand,VST1047,17.2,pm,Y
2022-01-01,"Lindqvist, Maja",VST1062,5.3,systems,Y
2022-01-01,N. Haas,VST1062,5.3,pm,
2022-01-01,M. Lindqvist,VST1103,26.0,software,Y
2022-01-08,N. Haas,VST1103,34.0,software,Y
2022-01-15,A. Kovac,VST1103,24.0,software,Y
2022-01-22,P. Strand,VST1103,35.0,software,Y
2022-01-01,A. Kovac,VST1103,6.0,software,Y
2022-02-08,A. Kovac,VST1103,23.0,software,Y
2022-02-15,E. Palmer,VST1103,25.0,software,Y
2022-02-22,D. Ferreira,VST1103,23.0,software,Y
2022-02-01,S. Beker,VST1103,17.0,software,Y
2022-03-08,"Palmer, Ewan",VST1103,33.0,software,Y
2022-03-15,M. Lindqvist,VST1103,15.0,software,Y
2022-03-22,"Beker, Sena",VST1103,21.0,software,Y
2022-03-01,I. Arnaud,VST1103,2078.6,software,Y
2022-01-01,D. Ferreira,VST1103,40.0,systems,Y
2022-01-08,M. Lindqvist,VST1103,4.0,systems,Y
2022-01-15,D. Ferreira,VST1103,19.0,systems,Y
2022-01-22,R. Dietrich,VST1103,9.0,systems,
2022-01-01,"Dietrich, Rea",VST1103,6.0,systems,Y
2022-02-08,P. Strand,VST1103,11.0,systems,Y
2022-02-15,D. Ferreira,VST1103,20.0,systems,Y
2022-02-22,J. Moreau,VST1103,4.0,systems,Y
2022-02-01,"Kovac, Ana",VST1103,30.0,systems,Y
2022-03-08,"Kovac, Ana",VST1103,8.0,systems,Y
2022-03-15,"Moreau, Julien",VST1103,5.0,systems,Y
2022-03-22,E. Palmer,VST1103,17.0,systems,Y
2022-03-01,"Renaud, Luc",VST1103,771.2,systems,Y
2022-01-01,"Arnaud, Ines",VST1103,10.0,validation,Y
2022-01-08,T. Sala,VST1103,28.0,validation,Y
2022-01-15,T. Sala,VST1103,19.0,validation,Y
2022-01-22,J. Moreau,VST1103,15.0,validation,Y
