# Vantis Steering Systems — timesheet export
# period: 2025 Q1   exported: 2025-04-05
# charge code format changed in 2022 and again in 2024. Older rows keep the old format.
# an empty 'approved' column means the line was never signed off, not that it was rejected.
week_ending,employee,charge_code,hours,activity,approved
2025-01-01,P. Strand,VST-1023,13.0,safety,Y
2025-01-08,T. Sala,VST-1023,30.0,safety,Y
2025-01-15,R. Dietrich,VST-1023,36.0,safety,Y
2025-01-22,"Kovac, Ana",VST-1023,33.0,safety,Y
2025-01-01,"Moreau, Julien",VST-1023,9.0,safety,Y
2025-02-08,L. Renaud,VST-1023,33.0,safety,Y
2025-02-15,"Ferreira, Diogo",VST-1023,39.0,safety,Y
2025-02-22,N. Haas,VST-1023,47.2,safety,Y
2025-01-01,T. Sala,VST-1023,38.0,systems,Y
2025-01-08,"Sala, Tomas",VST-1023,30.6,systems,Y
2025-01-01,D. Ferreira,VST-1023,9.0,pm,Y
2025-01-08,T. Sala,VST-1023,25.4,pm,Y
2025-01-01,P. Strand,VST-1050,5.3,systems,Y
2025-01-01,N. Haas,VST-1050,5.3,pm,Y
2025-01-01,J. Moreau,VST-1100,32.0,hardware,Y
2025-01-08,"Haas, Nils",VST-1100,35.0,hardware,Y
2025-01-15,L. Renaud,VST-1100,27.0,hardware,Y
2025-01-22,"Palmer, Ewan",VST-1100,25.0,hardware,Y
2025-01-01,"Renaud, Luc",VST-1100,14.0,hardware,Y
2025-02-08,D. Ferreira,VST-1100,21.0,hardware,Y
2025-02-15,"Dietrich, Rea",VST-1100,22.0,hardware,Y
2025-02-22,"Renaud, Luc",VST-1100,11.0,hardware,Y
2025-02-01,R. Dietrich,VST-1100,37.0,hardware,Y
2025-03-08,E. Palmer,VST-1100,10.0,hardware,Y
2025-03-15,"Arnaud, Ines",VST-1100,34.0,hardware,Y
2025-03-22,S. Beker,VST-1100,23.0,hardware,Y
2025-03-01,L. Renaud,VST-1100,786.1,hardware,Y
2025-01-01,"Beker, Sena",VST-1100,25.0,validation,Y
2025-01-08,D. Ferreira,VST-1100,10.0,validation,
2025-01-15,"Beker, Sena",VST-1100,21.0,validation,Y
2025-01-22,R. Dietrich,VST-1100,36.0,validation,Y
2025-01-01,E. Palmer,VST-1100,14.0,validation,Y
2025-02-08,N. Haas,VST-1100,26.0,validation,Y
2025-02-15,T. Sala,VST-1100,13.0,validation,Y
2025-02-22,T. Sala,VST-1100,19.0,validation,Y
2025-02-01,"Palmer, Ewan",VST-1100,27.0,validation,
2025-03-08,I. Arnaud,VST-1100,38.0,validation,Y
2025-03-15,"Moreau, Julien",VST-1100,20.0,validation,Y
2025-03-22,D. Ferreira,VST-1100,142.7,validation,
2025-01-01,"Kovac, Ana",VST-1100,22.0,systems,Y
2025-01-08,"Ferreira, Diogo",VST-1100,17.0,systems,Y
2025-01-15,N. Haas,VST-1100,24.0,systems,Y
2025-01-22,R. Dietrich,VST-1100,20.0,systems,Y
2025-01-01,I. Arnaud,VST-1100,4.0,systems,Y
2025-02-08,"Renaud, Luc",VST-1100,37.0,systems,Y
2025-02-15,L. Renaud,VST-1100,24.0,systems,
2025-02-22,"Renaud, Luc",VST-1100,40.0,systems,Y
2025-02-01,E. Palmer,VST-1100,105.8,systems,Y
2025-01-01,"Haas, Nils",VST-1100,12.0,pm,Y
2025-01-08,R. Dietrich,VST-1100,30.0,pm,Y
2025-01-15,"Dietrich, Rea",VST-1100,4.0,pm,
2025-01-22,S. Beker,VST-1100,23.0,pm,Y
2025-01-01,"Kovac, Ana",VST-1100,28.0,pm,Y
2025-02-08,"Sala, Tomas",VST-1100,98.8,pm,Y
2025-01-01,R. Dietrich,VST-1127,32.5,calibration,Y
2025-01-01,"Moreau, Julien",VST-1127,13.5,validation,Y
2025-01-01,E. Palmer,VST-1127,8.1,pm,Y
2025-01-01,"Dietrich, Rea",VST-1152,37.0,software,Y
2025-01-08,R. Dietrich,VST-1152,20.0,software,Y
2025-01-15,"Dietrich, Rea",VST-1152,27.8,software,
2025-01-01,J. Moreau,VST-1152,38.0,validation,Y
2025-01-08,"Dietrich, Rea",VST-1152,14.0,validation,Y
2025-01-15,S. Beker,VST-1152,32.8,validation,
2025-01-01,"Arnaud, Ines",VST-1152,10.0,pm,Y
2025-01-08,I. Arnaud,VST-1152,32.4,pm,Y
2025-01-01,A. Kovac,VST-1170,4.6,systems,Y
2025-01-01,"Dietrich, Rea",VST-1170,4.6,pm,Y
2025-01-01,"Strand, Petra",VST-1213,26.0,hardware,Y
2025-01-08,"Moreau, Julien",VST-1213,37.0,hardware,Y
2025-01-15,"Renaud, Luc",VST-1213,19.0,hardware,Y
2025-01-22,"Lindqvist, Maja",VST-1213,23.0,hardware,Y
2025-01-01,I. Arnaud,VST-1213,38.0,hardware,Y
2025-02-08,N. Haas,VST-1213,37.0,hardware,Y
2025-02-15,N. Haas,VST-1213,34.0,hardware,Y
2025-02-22,R. Dietrich,VST-1213,15.0,hardware,Y
2025-02-01,"Moreau, Julien",VST-1213,12.0,hardware,Y
2025-03-08,"Beker, Sena",VST-1213,40.0,hardware,Y
2025-03-15,"Haas, Nils",VST-1213,7.0,hardware,Y
2025-03-22,N. Haas,VST-1213,38.0,hardware,Y
2025-03-01,M. Lindqvist,VST-1213,199.4,hardware,Y
2025-01-01,N. Haas,VST-1213,4.0,validation,Y
2025-01-08,A. Kovac,VST-1213,29.0,validation,Y
2025-01-15,N. Haas,VST-1213,39.0,validation,Y
2025-01-22,N. Haas,VST-1213,7.0,validation,Y
2025-01-01,"Beker, Sena",VST-1213,16.0,validation,Y
2025-02-08,"Renaud, Luc",VST-1213,80.1,validation,Y
2025-01-01,"Sala, Tomas",VST-1213,29.0,systems,Y
2025-01-08,S. Beker,VST-1213,6.0,systems,
2025-01-15,E. Palmer,VST-1213,26.0,systems,Y
2025-01-22,"Palmer, Ewan",VST-1213,44.1,systems,Y
2025-01-01,S. Beker,VST-1213,6.0,pm,Y
2025-01-08,"Moreau, Julien",VST-1213,26.0,pm,Y
2025-01-15,N. Haas,VST-1213,38.1,pm,Y
2025-01-01,D. Ferreira,VST-1240,31.0,hardware,Y
2025-01-08,T. Sala,VST-1240,8.0,hardware,Y
2025-01-15,M. Lindqvist,VST-1240,22.0,hardware,Y
2025-01-22,M. Lindqvist,VST-1240,12.0,hardware,Y
2025-01-01,S. Beker,VST-1240,4.0,hardware,Y
2025-02-08,"Sala, Tomas",VST-1240,19.0,hardware,Y
2025-02-15,"Ferreira, Diogo",VST-1240,40.0,hardware,Y
2025-02-22,S. Beker,VST-1240,19.0,hardware,Y
2025-02-01,R. Dietrich,VST-1240,12.0,hardware,Y
2025-03-08,"Sala, Tomas",VST-1240,18.0,hardware,
2025-03-15,"Renaud, Luc",VST-1240,33.0,hardware,Y
2025-03-22,"Haas, Nils",VST-1240,33.0,hardware,Y
2025-03-01,R. Dietrich,VST-1240,587.5,hardware,Y
2025-01-01,E. Palmer,VST-1240,5.0,validation,Y
2025-01-08,"Sala, Tomas",VST-1240,22.0,validation,Y
2025-01-15,R. Dietrich,VST-1240,29.0,validation,Y
2025-01-22,L. Renaud,VST-1240,11.0,validation,Y
2025-01-01,"Lindqvist, Maja",VST-1240,32.0,validation,Y
2025-02-08,T. Sala,VST-1240,4.0,validation,Y
2025-02-15,"Ferreira, Diogo",VST-1240,27.0,validation,Y
2025-02-22,E. Palmer,VST-1240,11.0,validation,Y
2025-02-01,"Renaud, Luc",VST-1240,163.9,validation,Y
2025-01-01,S. Beker,VST-1240,23.0,systems,Y
2025-01-08,N. Haas,VST-1240,16.0,systems,Y
2025-01-15,L. Renaud,VST-1240,8.0,systems,Y
2025-01-22,R. Dietrich,VST-1240,6.0,systems,Y
2025-01-01,P. Strand,VST-1240,28.0,systems,Y
2025-02-08,"Haas, Nils",VST-1240,11.0,systems,Y
2025-02-15,N. Haas,VST-1240,136.7,systems,Y
2025-01-01,L. Renaud,VST-1240,4.0,pm,Y
2025-01-08,"Strand, Petra",VST-1240,20.0,pm,Y
2025-01-15,N. Haas,VST-1240,20.0,pm,Y
2025-01-22,T. Sala,VST-1240,11.0,pm,Y
2025-01-01,A. Kovac,VST-1240,97.5,pm,Y
2025-01-01,R. Dietrich,VST-1274,28.0,software,Y
2025-01-08,"Kovac, Ana",VST-1274,34.0,software,Y
2025-01-15,D. Ferreira,VST-1274,32.0,software,Y
2025-01-22,R. Dietrich,VST-1274,37.0,software,Y
2025-01-01,E. Palmer,VST-1274,23.0,software,Y
2025-02-08,"Moreau, Julien",VST-1274,25.0,software,Y
2025-02-15,P. Strand,VST-1274,40.0,software,Y
2025-02-22,S. Beker,VST-1274,38.0,software,Y
2025-02-01,"Haas, Nils",VST-1274,8.0,software,Y
2025-03-08,N. Haas,VST-1274,29.0,software,Y
2025-03-15,N. Haas,VST-1274,69.8,software,Y
2025-01-01,M. Lindqvist,VST-1274,27.0,validation,Y
2025-01-08,"Ferreira, Diogo",VST-1274,26.0,validation,Y
2025-01-15,I. Arnaud,VST-1274,24.0,validation,Y
2025-01-22,M. Lindqvist,VST-1274,15.0,validation,Y
2025-01-01,I. Arnaud,VST-1274,4.0,validation,Y
2025-02-08,R. Dietrich,VST-1274,4.0,validation,Y
2025-02-15,E. Palmer,VST-1274,23.0,validation,Y
2025-02-22,"Dietrich, Rea",VST-1274,19.0,validation,
2025-02-01,D. Ferreira,VST-1274,28.0,validation,Y
2025-03-08,P. Strand,VST-1274,19.0,validation,Y
2025-03-15,P. Strand,VST-1274,174.8,validation,Y
2025-01-01,"Arnaud, Ines",VST-1274,30.0,pm,Y
2025-01-08,"Renaud, Luc",VST-1274,14.0,pm,Y
2025-01-15,L. Renaud,VST-1274,4.0,pm,Y
2025-01-22,P. Strand,VST-1274,12.0,pm,Y
2025-01-01,J. Moreau,VST-1274,28.0,pm,Y
2025-02-08,A. Kovac,VST-1274,93.9,pm,Y
2025-01-01,L. Renaud,VST-1283,17.0,hardware,Y
2025-01-08,"Sala, Tomas",VST-1283,10.0,hardware,Y
2025-01-15,"Dietrich, Rea",VST-1283,15.0,hardware,Y
2025-01-22,S. Beker,VST-1283,40.0,hardware,Y
2025-01-01,"Ferreira, Diogo",VST-1283,27.0,hardware,Y
2025-02-08,M. Lindqvist,VST-1283,37.0,hardware,Y
2025-02-15,L. Renaud,VST-1283,32.0,hardware,Y
2025-02-22,"Moreau, Julien",VST-1283,29.0,hardware,Y
2025-02-01,R. Dietrich,VST-1283,9.0,hardware,Y
2025-03-08,J. Moreau,VST-1283,26.0,hardware,Y
2025-03-15,D. Ferreira,VST-1283,17.0,hardware,Y
2025-03-22,"Ferreira, Diogo",VST-1283,12.0,hardware,Y
2025-03-01,I. Arnaud,VST-1283,776.4,hardware,Y
2025-01-01,R. Dietrich,VST-1283,32.0,validation,
2025-01-08,S. Beker,VST-1283,14.0,validation,Y
2025-01-15,D. Ferreira,VST-1283,23.0,validation,Y
2025-01-22,"Dietrich, Rea",VST-1283,5.0,validation,Y
2025-01-01,R. Dietrich,VST-1283,33.0,validation,Y
2025-02-08,"Moreau, Julien",VST-1283,11.0,validation,Y
2025-02-15,S. Beker,VST-1283,10.0,validation,
2025-02-22,A. Kovac,VST-1283,9.0,validation,Y
2025-02-01,L. Renaud,VST-1283,12.0,validation,Y
2025-03-08,"Beker, Sena",VST-1283,16.0,validation,Y
2025-03-15,"Renaud, Luc",VST-1283,21.0,validation,Y
2025-03-22,A. Kovac,VST-1283,194.9,validation,Y
2025-01-01,"Dietrich, Rea",VST-1283,17.0,systems,Y
2025-01-08,"Strand, Petra",VST-1283,20.0,systems,Y
2025-01-15,N. Haas,VST-1283,34.0,systems,Y
2025-01-22,"Lindqvist, Maja",VST-1283,15.0,systems,Y
2025-01-01,T. Sala,VST-1283,33.0,systems,
2025-02-08,"Haas, Nils",VST-1283,25.0,systems,
2025-02-15,I. Arnaud,VST-1283,23.0,systems,Y
2025-02-22,P. Strand,VST-1283,21.0,systems,
