# Vantis Steering Systems — timesheet export
# period: 2023 Q1   exported: 2023-04-05
# charge code format changed in 2022 and again in 2024. Older rows keep the old format.
# an empty 'approved' column means the line was never signed off, not that it was rejected.
week_ending,employee,charge_code,hours,activity,approved
2023-01-01,S. Beker,VST1094,7.0,software,Y
2023-01-08,L. Renaud,VST1094,6.0,software,Y
2023-01-15,R. Dietrich,VST1094,15.0,software,Y
2023-01-22,"Ferreira, Diogo",VST1094,14.0,software,Y
2023-01-01,S. Beker,VST1094,30.0,software,Y
2023-02-08,J. Moreau,VST1094,27.0,software,Y
2023-02-15,P. Strand,VST1094,21.0,software,Y
2023-02-22,D. Ferreira,VST1094,23.0,software,Y
2023-02-01,I. Arnaud,VST1094,17.0,software,Y
2023-03-08,"Palmer, Ewan",VST1094,10.0,software,
2023-03-15,S. Beker,VST1094,39.0,software,
2023-03-22,"Ferreira, Diogo",VST1094,4.0,software,Y
2023-03-01,D. Ferreira,VST1094,654.8,software,Y
2023-01-01,M. Lindqvist,VST1094,39.0,validation,
2023-01-08,D. Ferreira,VST1094,28.0,validation,Y
2023-01-15,"Arnaud, Ines",VST1094,23.0,validation,Y
2023-01-22,"Renaud, Luc",VST1094,20.0,validation,Y
2023-01-01,"Sala, Tomas",VST1094,37.0,validation,Y
2023-02-08,E. Palmer,VST1094,17.0,validation,Y
2023-02-15,"Renaud, Luc",VST1094,5.0,validation,Y
2023-02-22,E. Palmer,VST1094,28.0,validation,Y
2023-02-01,N. Haas,VST1094,20.0,validation,Y
2023-03-08,"Sala, Tomas",VST1094,98.6,validation,Y
2023-01-01,"Renaud, Luc",VST1094,35.0,systems,Y
2023-01-08,D. Ferreira,VST1094,22.0,systems,Y
2023-01-15,P. Strand,VST1094,39.0,systems,Y
2023-01-22,R. Dietrich,VST1094,32.0,systems,Y
2023-01-01,"Moreau, Julien",VST1094,20.0,systems,Y
2023-02-08,D. Ferreira,VST1094,10.0,systems,Y
2023-02-15,"Renaud, Luc",VST1094,78.7,systems,Y
2023-01-01,A. Kovac,VST1094,34.0,pm,Y
2023-01-08,L. Renaud,VST1094,40.0,pm,Y
2023-01-15,R. Dietrich,VST1094,10.0,pm,Y
2023-01-22,P. Strand,VST1094,12.0,pm,Y
2023-01-01,"Kovac, Ana",VST1094,61.8,pm,Y
2023-01-01,T. Sala,VST1109,19.0,validation,Y
2023-01-08,I. Arnaud,VST1109,38.0,validation,Y
2023-01-15,"Ferreira, Diogo",VST1109,19.0,validation,Y
2023-01-22,E. Palmer,VST1109,39.5,validation,Y
2023-01-01,"Ferreira, Diogo",VST1109,28.9,pm,Y
2023-01-01,"Beker, Sena",VST1125,19.0,hardware,Y
2023-01-08,"Lindqvist, Maja",VST1125,7.0,hardware,Y
2023-01-15,I. Arnaud,VST1125,17.0,hardware,Y
2023-01-22,A. Kovac,VST1125,25.0,hardware,Y
2023-01-01,M. Lindqvist,VST1125,20.0,hardware,
2023-02-08,S. Beker,VST1125,38.0,hardware,Y
2023-02-15,"Beker, Sena",VST1125,24.0,hardware,Y
2023-02-22,M. Lindqvist,VST1125,11.0,hardware,Y
2023-02-01,N. Haas,VST1125,40.0,hardware,Y
2023-03-08,S. Beker,VST1125,17.0,hardware,Y
2023-03-15,S. Beker,VST1125,8.0,hardware,Y
2023-03-22,D. Ferreira,VST1125,20.0,hardware,Y
2023-03-01,"Palmer, Ewan",VST1125,645.0,hardware,Y
2023-01-01,I. Arnaud,VST1125,23.0,validation,Y
2023-01-08,I. Arnaud,VST1125,17.0,validation,Y
2023-01-15,"Strand, Petra",VST1125,10.0,validation,Y
2023-01-22,"Lindqvist, Maja",VST1125,30.0,validation,Y
2023-01-01,"Beker, Sena",VST1125,40.0,validation,Y
2023-02-08,"Haas, Nils",VST1125,19.0,validation,
2023-02-15,"Kovac, Ana",VST1125,7.0,validation,Y
2023-02-22,N. Haas,VST1125,13.0,validation,Y
2023-02-01,L. Renaud,VST1125,20.0,validation,Y
2023-03-08,"Sala, Tomas",VST1125,145.0,validation,Y
2023-01-01,J. Moreau,VST1125,40.0,systems,Y
2023-01-08,T. Sala,VST1125,17.0,systems,Y
2023-01-15,E. Palmer,VST1125,6.0,systems,Y
2023-01-22,P. Strand,VST1125,8.0,systems,
2023-01-01,"Strand, Petra",VST1125,17.0,systems,Y
2023-02-08,"Dietrich, Rea",VST1125,18.0,systems,Y
2023-02-15,D. Ferreira,VST1125,29.0,systems,Y
2023-02-22,J. Moreau,VST1125,108.0,systems,Y
2023-01-01,"Lindqvist, Maja",VST1125,27.0,pm,Y
2023-01-08,"Beker, Sena",VST1125,38.0,pm,Y
2023-01-15,R. Dietrich,VST1125,32.0,pm,Y
2023-01-22,N. Haas,VST1125,17.0,pm,Y
2023-01-01,"Palmer, Ewan",VST1125,48.0,pm,Y
2023-01-01,M. Lindqvist,VST1149,9.0,software,
2023-01-08,N. Haas,VST1149,24.0,software,Y
2023-01-15,"Palmer, Ewan",VST1149,29.0,software,Y
2023-01-22,E. Palmer,VST1149,38.0,software,Y
2023-01-01,E. Palmer,VST1149,13.0,software,Y
2023-02-08,E. Palmer,VST1149,20.0,software,Y
2023-02-15,T. Sala,VST1149,102.1,software,Y
2023-01-01,T. Sala,VST1149,21.0,validation,Y
2023-01-08,P. Strand,VST1149,7.0,validation,Y
2023-01-15,T. Sala,VST1149,57.5,validation,Y
2023-01-01,E. Palmer,VST1149,26.0,systems,Y
2023-01-08,M. Lindqvist,VST1149,38.1,systems,Y
2023-01-01,"Arnaud, Ines",VST1149,24.0,pm,Y
2023-01-08,P. Strand,VST1149,18.8,pm,
2023-01-01,"Lindqvist, Maja",VST1153,3.6,systems,Y
2023-01-01,"Palmer, Ewan",VST1153,3.6,pm,Y
2023-01-01,"Dietrich, Rea",VST1226,27.0,software,Y
2023-01-08,M. Lindqvist,VST1226,16.0,software,Y
2023-01-15,S. Beker,VST1226,5.0,software,Y
2023-01-22,R. Dietrich,VST1226,86.5,software,Y
2023-01-01,M. Lindqvist,VST1226,12.0,validation,Y
2023-01-08,"Ferreira, Diogo",VST1226,36.9,validation,Y
2023-01-01,"Haas, Nils",VST1226,36.0,systems,Y
2023-01-08,E. Palmer,VST1226,0.7,systems,Y
2023-01-01,N. Haas,VST1226,24.4,pm,Y
2023-01-01,A. Kovac,VST1229,5.0,software,Y
2023-01-08,"Lindqvist, Maja",VST1229,5.0,software,Y
2023-01-15,L. Renaud,VST1229,77.0,software,Y
2023-01-01,N. Haas,VST1229,23.0,validation,
2023-01-08,"Palmer, Ewan",VST1229,31.0,validation,Y
2023-01-15,P. Strand,VST1229,33.0,validation,Y
2023-01-01,"Lindqvist, Maja",VST1229,23.0,pm,Y
2023-01-08,E. Palmer,VST1229,20.4,pm,Y
2023-01-01,M. Lindqvist,VST1239,21.0,software,
2023-01-08,M. Lindqvist,VST1239,16.0,software,Y
2023-01-15,D. Ferreira,VST1239,32.0,software,Y
2023-01-22,"Renaud, Luc",VST1239,25.0,software,Y
2023-01-01,P. Strand,VST1239,73.2,software,Y
2023-01-01,M. Lindqvist,VST1239,33.0,validation,Y
2023-01-08,M. Lindqvist,VST1239,27.8,validation,Y
2023-01-01,D. Ferreira,VST1239,28.0,systems,Y
2023-01-08,"Strand, Petra",VST1239,17.6,systems,Y
2023-01-01,"Kovac, Ana",VST1239,30.4,pm,Y
2023-01-01,N. Haas,VST1307,33.0,validation,Y
2023-01-08,"Kovac, Ana",VST1307,5.0,validation,Y
2023-01-15,I. Arnaud,VST1307,9.0,validation,Y
2023-01-22,T. Sala,VST1307,71.2,validation,Y
2023-01-01,M. Lindqvist,VST1307,29.6,pm,Y
2023-01-01,D. Ferreira,VST1316,37.0,software,Y
2023-01-08,"Ferreira, Diogo",VST1316,28.0,software,Y
2023-01-15,"Palmer, Ewan",VST1316,33.0,software,Y
2023-01-22,"Sala, Tomas",VST1316,21.0,software,Y
2023-01-01,"Dietrich, Rea",VST1316,11.0,software,Y
2023-02-08,P. Strand,VST1316,28.0,software,Y
2023-02-15,T. Sala,VST1316,17.0,software,Y
2023-02-22,"Kovac, Ana",VST1316,29.0,software,Y
2023-02-01,A. Kovac,VST1316,10.0,software,Y
2023-03-08,"Dietrich, Rea",VST1316,7.0,software,Y
2023-03-15,I. Arnaud,VST1316,18.0,software,Y
2023-03-22,"Sala, Tomas",VST1316,38.0,software,Y
2023-03-01,"Renaud, Luc",VST1316,660.3,software,Y
2023-01-01,T. Sala,VST1316,18.0,validation,Y
2023-01-08,D. Ferreira,VST1316,25.0,validation,Y
2023-01-15,E. Palmer,VST1316,7.0,validation,Y
2023-01-22,"Palmer, Ewan",VST1316,22.0,validation,Y
2023-01-01,L. Renaud,VST1316,14.0,validation,Y
2023-02-08,"Palmer, Ewan",VST1316,24.0,validation,Y
2023-02-15,"Sala, Tomas",VST1316,8.0,validation,Y
2023-02-22,D. Ferreira,VST1316,21.0,validation,Y
2023-02-01,T. Sala,VST1316,23.0,validation,Y
2023-03-08,E. Palmer,VST1316,39.0,validation,Y
2023-03-15,"Haas, Nils",VST1316,139.8,validation,Y
2023-01-01,"Arnaud, Ines",VST1316,39.0,systems,Y
2023-01-08,"Dietrich, Rea",VST1316,4.0,systems,Y
2023-01-15,"Kovac, Ana",VST1316,28.0,systems,Y
2023-01-22,N. Haas,VST1316,14.0,systems,Y
2023-01-01,J. Moreau,VST1316,24.0,systems,Y
2023-02-08,"Kovac, Ana",VST1316,30.0,systems,Y
2023-02-15,P. Strand,VST1316,36.0,systems,Y
2023-02-22,I. Arnaud,VST1316,80.6,systems,Y
2023-01-01,T. Sala,VST1316,12.0,pm,Y
2023-01-08,I. Arnaud,VST1316,28.0,pm,
2023-01-15,"Haas, Nils",VST1316,12.0,pm,Y
2023-01-22,J. Moreau,VST1316,29.0,pm,Y
2023-01-01,I. Arnaud,VST1316,32.0,pm,Y
2023-02-08,"Sala, Tomas",VST1316,57.5,pm,Y
2023-01-01,"Dietrich, Rea",VST1380,37.0,safety,Y
2023-01-08,"Renaud, Luc",VST1380,36.0,safety,Y
2023-01-15,P. Strand,VST1380,40.0,safety,Y
2023-01-22,"Moreau, Julien",VST1380,33.0,safety,Y
2023-01-01,A. Kovac,VST1380,21.0,safety,Y
2023-02-08,M. Lindqvist,VST1380,30.0,safety,
2023-02-15,"Strand, Petra",VST1380,20.0,safety,Y
2023-02-22,A. Kovac,VST1380,32.2,safety,Y
2023-01-01,N. Haas,VST1380,5.0,systems,Y
2023-01-08,S. Beker,VST1380,5.0,systems,Y
2023-01-15,"Strand, Petra",VST1380,61.2,systems,Y
2023-01-01,A. Kovac,VST1380,21.0,pm,Y
2023-01-08,S. Beker,VST1380,14.6,pm,Y
2023-01-01,"Arnaud, Ines",VST1386,10.0,hardware,Y
2023-01-08,"Ferreira, Diogo",VST1386,9.0,hardware,Y
2023-01-15,P. Strand,VST1386,38.0,hardware,Y
