# Vantis Steering Systems — timesheet export
# period: 2021 Q4   exported: 2021-12-05
# charge code format changed in 2022 and again in 2024. Older rows keep the old format.
# an empty 'approved' column means the line was never signed off, not that it was rejected.
week_ending,employee,charge_code,hours,activity,approved
2021-10-01,A. Kovac,1000,29.0,hardware,Y
2021-10-08,"Strand, Petra",1000,10.0,hardware,Y
2021-10-15,R. Dietrich,1000,6.0,hardware,Y
2021-10-22,J. Moreau,1000,31.0,hardware,Y
2021-10-01,E. Palmer,1000,7.0,hardware,Y
2021-11-08,J. Moreau,1000,35.0,hardware,Y
2021-11-15,"Sala, Tomas",1000,28.0,hardware,Y
2021-11-22,E. Palmer,1000,12.0,hardware,Y
2021-11-01,"Beker, Sena",1000,4.0,hardware,
2021-12-08,T. Sala,1000,26.0,hardware,Y
2021-12-15,"Palmer, Ewan",1000,27.0,hardware,Y
2021-12-22,I. Arnaud,1000,17.0,hardware,Y
2021-12-01,"Moreau, Julien",1000,1676.0,hardware,Y
2021-10-01,D. Ferreira,1000,30.0,validation,Y
2021-10-08,P. Strand,1000,24.0,validation,Y
2021-10-15,"Haas, Nils",1000,39.0,validation,Y
2021-10-22,E. Palmer,1000,32.0,validation,Y
2021-10-01,E. Palmer,1000,5.0,validation,Y
2021-11-08,D. Ferreira,1000,16.0,validation,Y
2021-11-15,J. Moreau,1000,11.0,validation,Y
2021-11-22,T. Sala,1000,4.0,validation,
2021-11-01,R. Dietrich,1000,16.0,validation,Y
2021-12-08,"Strand, Petra",1000,29.0,validation,Y
2021-12-15,T. Sala,1000,5.0,validation,Y
2021-12-22,"Lindqvist, Maja",1000,7.0,validation,Y
2021-12-01,"Palmer, Ewan",1000,418.0,validation,Y
2021-10-01,P. Strand,1000,31.0,systems,Y
2021-10-08,E. Palmer,1000,5.0,systems,Y
2021-10-15,"Beker, Sena",1000,18.0,systems,Y
2021-10-22,N. Haas,1000,11.0,systems,Y
2021-10-01,I. Arnaud,1000,32.0,systems,Y
2021-11-08,"Ferreira, Diogo",1000,14.0,systems,
2021-11-15,S. Beker,1000,32.0,systems,Y
2021-11-22,"Lindqvist, Maja",1000,39.0,systems,Y
2021-11-01,"Kovac, Ana",1000,15.0,systems,Y
2021-12-08,M. Lindqvist,1000,25.0,systems,Y
2021-12-15,S. Beker,1000,24.0,systems,
2021-12-22,"Kovac, Ana",1000,135.6,systems,Y
2021-10-01,"Renaud, Luc",1000,6.0,pm,Y
2021-10-08,E. Palmer,1000,10.0,pm,Y
2021-10-15,A. Kovac,1000,15.0,pm,Y
2021-10-22,"Dietrich, Rea",1000,31.0,pm,Y
2021-10-01,D. Ferreira,1000,11.0,pm,Y
2021-11-08,S. Beker,1000,35.0,pm,Y
2021-11-15,"Lindqvist, Maja",1000,11.0,pm,Y
2021-11-22,A. Kovac,1000,135.4,pm,Y
2021-10-01,A. Kovac,1005,16.0,hardware,Y
2021-10-08,R. Dietrich,1005,5.0,hardware,Y
2021-10-15,P. Strand,1005,29.0,hardware,Y
2021-10-22,"Beker, Sena",1005,24.0,hardware,Y
2021-10-01,A. Kovac,1005,16.0,hardware,Y
2021-11-08,"Lindqvist, Maja",1005,8.0,hardware,Y
2021-11-15,"Lindqvist, Maja",1005,31.0,hardware,Y
2021-11-22,L. Renaud,1005,38.0,hardware,Y
2021-11-01,E. Palmer,1005,21.0,hardware,Y
2021-12-08,M. Lindqvist,1005,21.0,hardware,
2021-12-15,"Beker, Sena",1005,34.0,hardware,Y
2021-12-22,"Dietrich, Rea",1005,6.0,hardware,Y
2021-12-01,S. Beker,1005,690.5,hardware,
2021-10-01,R. Dietrich,1005,23.0,validation,Y
2021-10-08,A. Kovac,1005,21.0,validation,Y
2021-10-15,R. Dietrich,1005,16.0,validation,Y
2021-10-22,E. Palmer,1005,13.0,validation,Y
2021-10-01,"Strand, Petra",1005,5.0,validation,Y
2021-11-08,"Strand, Petra",1005,26.0,validation,
2021-11-15,I. Arnaud,1005,20.0,validation,Y
2021-11-22,J. Moreau,1005,32.0,validation,Y
2021-11-01,M. Lindqvist,1005,18.0,validation,Y
2021-12-08,"Palmer, Ewan",1005,36.0,validation,Y
2021-12-15,I. Arnaud,1005,131.6,validation,Y
2021-10-01,"Sala, Tomas",1005,7.0,systems,Y
2021-10-08,"Ferreira, Diogo",1005,38.0,systems,Y
2021-10-15,"Beker, Sena",1005,16.0,systems,Y
2021-10-22,T. Sala,1005,38.0,systems,Y
2021-10-01,"Renaud, Luc",1005,11.0,systems,Y
2021-11-08,R. Dietrich,1005,40.0,systems,Y
2021-11-15,T. Sala,1005,16.0,systems,Y
2021-11-22,E. Palmer,1005,90.2,systems,Y
2021-10-01,"Haas, Nils",1005,27.0,pm,Y
2021-10-08,D. Ferreira,1005,38.0,pm,Y
2021-10-15,"Ferreira, Diogo",1005,33.0,pm,Y
2021-10-22,"Haas, Nils",1005,21.0,pm,Y
2021-10-01,I. Arnaud,1005,30.0,pm,Y
2021-11-08,J. Moreau,1005,21.9,pm,Y
2021-10-01,"Moreau, Julien",1044,19.0,software,Y
2021-10-08,A. Kovac,1044,7.0,software,Y
2021-10-15,T. Sala,1044,68.1,software,Y
2021-10-01,N. Haas,1044,14.0,validation,
2021-10-08,E. Palmer,1044,36.0,validation,
2021-10-15,J. Moreau,1044,44.1,validation,Y
2021-10-01,D. Ferreira,1044,36.0,pm,
2021-10-08,P. Strand,1044,11.1,pm,Y
2021-10-01,N. Haas,1070,10.0,software,Y
2021-10-08,M. Lindqvist,1070,6.0,software,Y
2021-10-15,"Sala, Tomas",1070,12.0,software,Y
2021-10-22,S. Beker,1070,6.0,software,Y
2021-10-01,J. Moreau,1070,23.0,software,Y
2021-11-08,P. Strand,1070,15.0,software,Y
2021-11-15,S. Beker,1070,32.0,software,Y
2021-11-22,A. Kovac,1070,7.0,software,Y
2021-11-01,"Ferreira, Diogo",1070,12.0,software,Y
2021-12-08,M. Lindqvist,1070,34.0,software,Y
2021-12-15,"Moreau, Julien",1070,12.0,software,Y
2021-12-22,A. Kovac,1070,12.0,software,Y
2021-12-01,S. Beker,1070,245.1,software,Y
2021-10-01,A. Kovac,1070,20.0,systems,Y
2021-10-08,"Dietrich, Rea",1070,15.0,systems,Y
2021-10-15,N. Haas,1070,25.0,systems,Y
2021-10-22,"Kovac, Ana",1070,24.0,systems,Y
2021-10-01,L. Renaud,1070,18.0,systems,Y
2021-11-08,I. Arnaud,1070,68.5,systems,
2021-10-01,T. Sala,1070,13.0,validation,Y
2021-10-08,"Kovac, Ana",1070,9.0,validation,
2021-10-15,J. Moreau,1070,31.0,validation,Y
2021-10-22,I. Arnaud,1070,35.0,validation,Y
2021-10-01,"Palmer, Ewan",1070,23.0,validation,Y
2021-11-08,"Haas, Nils",1070,59.5,validation,Y
2021-10-01,"Arnaud, Ines",1070,36.0,pm,Y
2021-10-08,T. Sala,1070,32.0,pm,Y
2021-10-15,M. Lindqvist,1070,17.2,pm,Y
2021-10-01,T. Sala,1130,24.0,software,
2021-10-08,J. Moreau,1130,14.0,software,
2021-10-15,M. Lindqvist,1130,8.0,software,Y
2021-10-22,T. Sala,1130,18.0,software,Y
2021-10-01,M. Lindqvist,1130,40.0,software,Y
2021-11-08,"Sala, Tomas",1130,31.0,software,Y
2021-11-15,N. Haas,1130,96.1,software,Y
2021-10-01,T. Sala,1130,15.0,validation,Y
2021-10-08,R. Dietrich,1130,6.0,validation,Y
2021-10-15,T. Sala,1130,63.0,validation,
2021-10-01,I. Arnaud,1130,32.0,systems,Y
2021-10-08,E. Palmer,1130,31.0,systems,Y
2021-10-01,L. Renaud,1130,36.0,pm,
2021-10-08,L. Renaud,1130,6.1,pm,Y
2021-10-01,"Ferreira, Diogo",1132,11.0,software,Y
2021-10-08,A. Kovac,1132,31.0,software,Y
2021-10-15,"Sala, Tomas",1132,16.0,software,Y
2021-10-22,S. Beker,1132,10.0,software,Y
2021-10-01,"Sala, Tomas",1132,38.0,software,Y
2021-11-08,I. Arnaud,1132,12.0,software,Y
2021-11-15,I. Arnaud,1132,16.0,software,
2021-11-22,R. Dietrich,1132,32.0,software,Y
2021-11-01,M. Lindqvist,1132,31.0,software,Y
2021-12-08,"Beker, Sena",1132,10.0,software,Y
2021-12-15,E. Palmer,1132,7.0,software,Y
2021-12-22,"Haas, Nils",1132,180.2,software,Y
2021-10-01,M. Lindqvist,1132,36.0,systems,Y
2021-10-08,"Lindqvist, Maja",1132,33.0,systems,Y
2021-10-15,A. Kovac,1132,34.0,systems,Y
2021-10-22,S. Beker,1132,4.0,systems,Y
2021-10-01,"Renaud, Luc",1132,50.7,systems,Y
2021-10-01,P. Strand,1132,24.0,validation,Y
2021-10-08,S. Beker,1132,12.0,validation,Y
2021-10-15,S. Beker,1132,34.0,validation,Y
2021-10-22,I. Arnaud,1132,15.0,validation,Y
2021-10-01,R. Dietrich,1132,72.7,validation,Y
2021-10-01,"Ferreira, Diogo",1132,26.0,pm,Y
2021-10-08,J. Moreau,1132,13.0,pm,Y
2021-10-15,"Lindqvist, Maja",1132,39.8,pm,Y
2021-10-01,D. Ferreira,1148,3.9,systems,Y
2021-10-01,"Haas, Nils",1148,3.8,pm,Y
2021-10-01,M. Lindqvist,1201,11.0,software,Y
2021-10-08,"Sala, Tomas",1201,15.0,software,Y
2021-10-15,T. Sala,1201,6.0,software,
2021-10-22,"Sala, Tomas",1201,40.0,software,Y
2021-10-01,"Haas, Nils",1201,7.0,software,Y
2021-11-08,"Dietrich, Rea",1201,30.0,software,Y
2021-11-15,J. Moreau,1201,35.0,software,Y
2021-11-22,L. Renaud,1201,22.0,software,Y
2021-11-01,D. Ferreira,1201,134.6,software,
2021-10-01,N. Haas,1201,32.0,validation,Y
2021-10-08,D. Ferreira,1201,25.0,validation,Y
2021-10-15,N. Haas,1201,40.0,validation,Y
2021-10-22,"Dietrich, Rea",1201,8.0,validation,
2021-10-01,"Strand, Petra",1201,38.0,validation,Y
2021-11-08,D. Ferreira,1201,17.0,validation,Y
2021-11-15,P. Strand,1201,5.0,validation,Y
2021-11-22,M. Lindqvist,1201,35.0,validation,Y
2021-11-01,E. Palmer,1201,100.6,validation,Y
2021-10-01,"Renaud, Luc",1201,32.0,pm,Y
2021-10-08,"Moreau, Julien",1201,25.0,pm,Y
2021-10-15,A. Kovac,1201,19.0,pm,Y
2021-10-22,L. Renaud,1201,39.0,pm,Y
2021-10-01,L. Renaud,1201,35.3,pm,Y
2021-10-01,N. Haas,1208,19.1,systems,Y
2021-10-01,A. Kovac,1208,19.2,pm,
2021-10-01,"Palmer, Ewan",1252,6.0,software,Y
2021-10-08,L. Renaud,1252,12.0,software,Y
2021-10-15,S. Beker,1252,54.7,software,Y
2021-10-01,M. Lindqvist,1252,6.0,validation,Y
