# Vantis Steering Systems — timesheet export
# period: 2020 Q4   exported: 2020-12-05
# charge code format changed in 2022 and again in 2024. Older rows keep the old format.
# an empty 'approved' column means the line was never signed off, not that it was rejected.
week_ending,employee,charge_code,hours,activity,approved
2020-10-01,T. Sala,1014,11.0,software,Y
2020-10-08,"Beker, Sena",1014,13.0,software,
2020-10-15,S. Beker,1014,19.0,software,Y
2020-10-22,S. Beker,1014,32.0,software,Y
2020-10-01,"Lindqvist, Maja",1014,14.0,software,Y
2020-11-08,"Strand, Petra",1014,13.0,software,Y
2020-11-15,L. Renaud,1014,40.0,software,Y
2020-11-22,"Palmer, Ewan",1014,19.0,software,Y
2020-11-01,I. Arnaud,1014,8.0,software,Y
2020-12-08,S. Beker,1014,9.0,software,Y
2020-12-15,D. Ferreira,1014,40.0,software,Y
2020-12-22,"Palmer, Ewan",1014,22.0,software,Y
2020-12-01,"Beker, Sena",1014,1504.5,software,Y
2020-10-01,D. Ferreira,1014,6.0,systems,Y
2020-10-08,J. Moreau,1014,20.0,systems,Y
2020-10-15,N. Haas,1014,5.0,systems,Y
2020-10-22,N. Haas,1014,33.0,systems,Y
2020-10-01,"Sala, Tomas",1014,25.0,systems,Y
2020-11-08,"Moreau, Julien",1014,24.0,systems,Y
2020-11-15,"Strand, Petra",1014,14.0,systems,Y
2020-11-22,E. Palmer,1014,35.0,systems,Y
2020-11-01,J. Moreau,1014,19.0,systems,Y
2020-12-08,S. Beker,1014,36.0,systems,Y
2020-12-15,N. Haas,1014,7.0,systems,Y
2020-12-22,L. Renaud,1014,21.0,systems,Y
2020-12-01,"Haas, Nils",1014,452.8,systems,Y
2020-10-01,S. Beker,1014,18.0,validation,Y
2020-10-08,"Lindqvist, Maja",1014,23.0,validation,Y
2020-10-15,"Palmer, Ewan",1014,9.0,validation,Y
2020-10-22,T. Sala,1014,32.0,validation,Y
2020-10-01,T. Sala,1014,38.0,validation,Y
2020-11-08,L. Renaud,1014,11.0,validation,Y
2020-11-15,"Beker, Sena",1014,8.0,validation,Y
