# Vantis Steering Systems — timesheet export
# period: 2025 Q4   exported: 2025-12-05
# charge code format changed in 2022 and again in 2024. Older rows keep the old format.
# an empty 'approved' column means the line was never signed off, not that it was rejected.
week_ending,employee,charge_code,hours,activity,approved
2025-10-01,R. Dietrich,VST-1015,29.4,calibration,Y
2025-10-01,D. Ferreira,VST-1015,12.3,validation,Y
2025-10-01,E. Palmer,VST-1015,7.3,pm,Y
2025-10-01,A. Kovac,VST-1017,34.0,software,Y
2025-10-08,J. Moreau,VST-1017,24.0,software,Y
2025-10-15,"Haas, Nils",VST-1017,34.0,software,Y
2025-10-22,P. Strand,VST-1017,17.0,software,Y
2025-10-01,L. Renaud,VST-1017,53.3,software,Y
2025-10-01,P. Strand,VST-1017,40.0,validation,Y
2025-10-08,P. Strand,VST-1017,19.0,validation,Y
2025-10-01,"Dietrich, Rea",VST-1017,25.0,systems,Y
2025-10-08,"Beker, Sena",VST-1017,19.3,systems,Y
2025-10-01,"Arnaud, Ines",VST-1017,29.4,pm,Y
2025-10-01,M. Lindqvist,VST-1027,39.0,safety,Y
2025-10-08,N. Haas,VST-1027,31.0,safety,Y
2025-10-15,"Haas, Nils",VST-1027,33.0,safety,Y
2025-10-22,"Kovac, Ana",VST-1027,29.0,safety,Y
2025-10-01,"Moreau, Julien",VST-1027,20.0,safety,Y
2025-11-08,J. Moreau,VST-1027,36.0,safety,Y
2025-11-15,L. Renaud,VST-1027,26.0,safety,Y
2025-11-22,"Dietrich, Rea",VST-1027,29.0,safety,Y
2025-11-01,A. Kovac,VST-1027,20.0,safety,Y
2025-12-08,T. Sala,VST-1027,27.0,safety,Y
2025-12-15,R. Dietrich,VST-1027,77.1,safety,Y
2025-10-01,N. Haas,VST-1027,27.0,systems,Y
2025-10-08,J. Moreau,VST-1027,40.0,systems,Y
2025-10-15,"Strand, Petra",VST-1027,19.0,systems,Y
2025-10-22,N. Haas,VST-1027,18.9,systems,Y
2025-10-01,E. Palmer,VST-1027,25.0,pm,Y
2025-10-08,"Haas, Nils",VST-1027,27.4,pm,Y
