# Vantis Steering Systems — timesheet export
# period: 2020 Q3   exported: 2020-10-05
# charge code format changed in 2022 and again in 2024. Older rows keep the old format.
# an empty 'approved' column means the line was never signed off, not that it was rejected.
week_ending,employee,charge_code,hours,activity,approved
2020-07-01,"Dietrich, Rea",1039,12.0,calibration,Y
2020-07-08,"Dietrich, Rea",1039,15.0,calibration,Y
2020-07-15,L. Renaud,1039,13.0,calibration,
2020-07-22,D. Ferreira,1039,76.4,calibration,Y
2020-07-01,R. Dietrich,1039,28.0,validation,Y
2020-07-08,N. Haas,1039,20.5,validation,Y
2020-07-01,S. Beker,1039,29.1,pm,Y
2020-07-01,"Dietrich, Rea",1083,4.3,systems,Y
2020-07-01,M. Lindqvist,1083,4.3,pm,Y
2020-07-01,"Beker, Sena",1085,10.0,software,Y
2020-07-08,"Arnaud, Ines",1085,23.0,software,Y
2020-07-15,M. Lindqvist,1085,24.0,software,Y
2020-07-22,"Renaud, Luc",1085,40.0,software,Y
2020-07-01,L. Renaud,1085,9.0,software,Y
2020-08-08,J. Moreau,1085,39.0,software,Y
2020-08-15,T. Sala,1085,24.0,software,Y
2020-08-22,P. Strand,1085,36.0,software,Y
2020-08-01,"Strand, Petra",1085,6.0,software,Y
2020-09-08,"Lindqvist, Maja",1085,100.8,software,Y
2020-07-01,P. Strand,1085,33.0,validation,Y
2020-07-08,E. Palmer,1085,5.0,validation,Y
2020-07-15,"Kovac, Ana",1085,36.0,validation,Y
2020-07-22,M. Lindqvist,1085,5.0,validation,Y
2020-07-01,I. Arnaud,1085,5.0,validation,Y
2020-08-08,M. Lindqvist,1085,23.0,validation,Y
2020-08-15,"Palmer, Ewan",1085,23.0,validation,Y
2020-08-22,A. Kovac,1085,25.0,validation,Y
2020-08-01,"Ferreira, Diogo",1085,15.0,validation,Y
2020-09-08,"Arnaud, Ines",1085,141.8,validation,Y
2020-07-01,"Beker, Sena",1085,27.0,pm,Y
2020-07-08,"Dietrich, Rea",1085,7.0,pm,Y
2020-07-15,"Beker, Sena",1085,26.0,pm,Y
2020-07-22,I. Arnaud,1085,17.0,pm,Y
2020-07-01,J. Moreau,1085,78.8,pm,Y
2020-07-01,N. Haas,1086,29.0,calibration,Y
2020-07-08,S. Beker,1086,24.0,calibration,Y
2020-07-15,"Strand, Petra",1086,8.0,calibration,Y
2020-07-22,I. Arnaud,1086,57.7,calibration,Y
2020-07-01,T. Sala,1086,30.0,validation,Y
2020-07-08,"Moreau, Julien",1086,19.5,validation,Y
2020-07-01,L. Renaud,1086,29.6,pm,Y
2020-07-01,"Palmer, Ewan",1102,13.3,systems,Y
2020-07-01,P. Strand,1102,13.4,pm,Y
2020-07-01,N. Haas,1219,39.0,validation,Y
2020-07-08,S. Beker,1219,16.0,validation,Y
2020-07-15,D. Ferreira,1219,27.6,validation,Y
2020-07-01,J. Moreau,1219,20.7,pm,Y
2020-07-01,"Kovac, Ana",1231,4.0,systems,Y
2020-07-01,E. Palmer,1231,4.1,pm,Y
2020-07-01,"Ferreira, Diogo",1289,7.0,software,Y
2020-07-08,M. Lindqvist,1289,30.0,software,Y
2020-07-15,L. Renaud,1289,30.0,software,Y
2020-07-22,I. Arnaud,1289,30.0,software,Y
2020-07-01,M. Lindqvist,1289,20.0,software,Y
2020-08-08,R. Dietrich,1289,40.0,software,Y
2020-08-15,"Palmer, Ewan",1289,26.0,software,Y
2020-08-22,M. Lindqvist,1289,15.0,software,Y
2020-08-01,"Ferreira, Diogo",1289,35.0,software,Y
2020-09-08,J. Moreau,1289,29.0,software,Y
2020-09-15,I. Arnaud,1289,19.0,software,Y
2020-09-22,"Ferreira, Diogo",1289,10.0,software,Y
2020-09-01,"Palmer, Ewan",1289,280.5,software,Y
2020-07-01,"Palmer, Ewan",1289,32.0,systems,Y
2020-07-08,T. Sala,1289,4.0,systems,Y
2020-07-15,"Palmer, Ewan",1289,7.0,systems,Y
2020-07-22,"Sala, Tomas",1289,29.0,systems,Y
2020-07-01,"Sala, Tomas",1289,10.0,systems,Y
2020-08-08,P. Strand,1289,22.0,systems,Y
2020-08-15,S. Beker,1289,124.6,systems,Y
2020-07-01,R. Dietrich,1289,37.0,validation,Y
2020-07-08,"Renaud, Luc",1289,34.0,validation,Y
2020-07-15,P. Strand,1289,39.0,validation,Y
2020-07-22,"Strand, Petra",1289,29.0,validation,Y
2020-07-01,"Ferreira, Diogo",1289,32.0,validation,Y
2020-08-08,"Beker, Sena",1289,39.0,validation,Y
2020-08-15,T. Sala,1289,18.6,validation,Y
2020-07-01,"Strand, Petra",1289,6.0,pm,Y
2020-07-08,L. Renaud,1289,20.0,pm,Y
2020-07-15,A. Kovac,1289,33.0,pm,Y
2020-07-22,"Haas, Nils",1289,55.3,pm,Y
2020-07-01,J. Moreau,1301,3.4,systems,Y
2020-07-01,"Lindqvist, Maja",1301,3.4,pm,Y
2020-07-01,P. Strand,1324,18.8,systems,Y
2020-07-01,R. Dietrich,1324,18.7,pm,Y
2020-07-01,"Moreau, Julien",1330,37.0,safety,Y
2020-07-08,A. Kovac,1330,20.0,safety,Y
2020-07-15,L. Renaud,1330,19.0,safety,Y
2020-07-22,"Beker, Sena",1330,10.0,safety,
2020-07-01,"Ferreira, Diogo",1330,40.0,safety,Y
2020-08-08,N. Haas,1330,19.0,safety,Y
2020-08-15,P. Strand,1330,35.0,safety,Y
2020-08-22,T. Sala,1330,70.3,safety,Y
2020-07-01,P. Strand,1330,36.0,systems,Y
2020-07-08,"Ferreira, Diogo",1330,13.0,systems,Y
2020-07-15,D. Ferreira,1330,22.5,systems,Y
2020-07-01,E. Palmer,1330,22.0,pm,Y
2020-07-08,"Kovac, Ana",1330,13.8,pm,Y
2020-07-01,"Sala, Tomas",1403,33.0,safety,Y
2020-07-08,A. Kovac,1403,23.0,safety,Y
2020-07-15,I. Arnaud,1403,24.0,safety,Y
2020-07-22,L. Renaud,1403,17.0,safety,Y
2020-07-01,L. Renaud,1403,22.0,safety,Y
2020-08-08,N. Haas,1403,24.0,safety,Y
2020-08-15,R. Dietrich,1403,31.0,safety,Y
2020-08-22,L. Renaud,1403,86.1,safety,Y
2020-07-01,T. Sala,1403,40.0,systems,Y
2020-07-08,M. Lindqvist,1403,8.0,systems,Y
2020-07-15,"Beker, Sena",1403,26.3,systems,Y
2020-07-01,P. Strand,1403,23.0,pm,Y
2020-07-08,S. Beker,1403,14.2,pm,
2020-07-01,E. Palmer,1446,13.0,calibration,Y
2020-07-08,"Haas, Nils",1446,29.0,calibration,Y
2020-07-15,"Renaud, Luc",1446,39.0,calibration,Y
2020-07-22,"Sala, Tomas",1446,25.0,calibration,Y
2020-07-01,"Moreau, Julien",1446,18.0,calibration,Y
2020-08-08,E. Palmer,1446,71.4,calibration,Y
2020-07-01,N. Haas,1446,7.0,validation,Y
2020-07-08,I. Arnaud,1446,17.0,validation,Y
2020-07-15,L. Renaud,1446,57.4,validation,Y
2020-07-01,P. Strand,1446,18.0,pm,
2020-07-08,N. Haas,1446,30.8,pm,Y
2020-07-01,"Kovac, Ana",1451,25.0,software,Y
2020-07-08,L. Renaud,1451,11.0,software,Y
2020-07-15,"Haas, Nils",1451,4.0,software,Y
2020-07-22,E. Palmer,1451,21.0,software,Y
2020-07-01,E. Palmer,1451,94.9,software,Y
2020-07-01,D. Ferreira,1451,11.0,validation,Y
2020-07-08,J. Moreau,1451,45.7,validation,Y
2020-07-01,"Moreau, Julien",1451,14.0,systems,Y
2020-07-08,R. Dietrich,1451,28.5,systems,Y
2020-07-01,E. Palmer,1451,28.4,pm,Y
2020-07-01,T. Sala,1473,5.0,software,Y
2020-07-08,T. Sala,1473,12.0,software,Y
2020-07-15,D. Ferreira,1473,73.6,software,Y
2020-07-01,N. Haas,1473,38.0,validation,
2020-07-08,"Haas, Nils",1473,19.0,validation,
2020-07-15,R. Dietrich,1473,33.6,validation,Y
2020-07-01,S. Beker,1473,33.0,pm,Y
2020-07-08,"Kovac, Ana",1473,12.4,pm,Y
2020-07-01,N. Haas,1537,6.0,software,Y
2020-07-08,E. Palmer,1537,11.0,software,Y
2020-07-15,N. Haas,1537,21.0,software,Y
2020-07-22,"Renaud, Luc",1537,12.0,software,Y
2020-07-01,S. Beker,1537,23.0,software,Y
2020-08-08,"Ferreira, Diogo",1537,15.0,software,Y
2020-08-15,"Beker, Sena",1537,36.0,software,Y
2020-08-22,"Beker, Sena",1537,11.0,software,Y
2020-08-01,R. Dietrich,1537,16.0,software,Y
2020-09-08,R. Dietrich,1537,15.0,software,Y
2020-09-15,E. Palmer,1537,33.0,software,Y
2020-09-22,"Dietrich, Rea",1537,31.0,software,Y
2020-09-01,"Haas, Nils",1537,1932.2,software,Y
2020-07-01,D. Ferreira,1537,33.0,systems,Y
2020-07-08,R. Dietrich,1537,4.0,systems,Y
2020-07-15,"Palmer, Ewan",1537,37.0,systems,Y
2020-07-22,N. Haas,1537,40.0,systems,Y
2020-07-01,S. Beker,1537,36.0,systems,Y
2020-08-08,"Arnaud, Ines",1537,22.0,systems,Y
2020-08-15,M. Lindqvist,1537,13.0,systems,Y
2020-08-22,J. Moreau,1537,31.0,systems,Y
2020-08-01,J. Moreau,1537,18.0,systems,Y
2020-09-08,"Ferreira, Diogo",1537,28.0,systems,
2020-09-15,"Palmer, Ewan",1537,20.0,systems,Y
2020-09-22,R. Dietrich,1537,16.0,systems,Y
2020-09-01,"Moreau, Julien",1537,566.9,systems,Y
2020-07-01,R. Dietrich,1537,24.0,validation,
2020-07-08,"Sala, Tomas",1537,23.0,validation,Y
2020-07-15,N. Haas,1537,34.0,validation,Y
2020-07-22,S. Beker,1537,30.0,validation,Y
2020-07-01,M. Lindqvist,1537,27.0,validation,Y
2020-08-08,N. Haas,1537,31.0,validation,Y
2020-08-15,N. Haas,1537,16.0,validation,
2020-08-22,R. Dietrich,1537,20.0,validation,Y
2020-08-01,"Renaud, Luc",1537,29.0,validation,Y
2020-09-08,N. Haas,1537,22.0,validation,Y
2020-09-15,S. Beker,1537,22.0,validation,Y
2020-09-22,S. Beker,1537,32.0,validation,Y
2020-09-01,J. Moreau,1537,554.9,validation,Y
2020-07-01,S. Beker,1537,21.0,pm,Y
2020-07-08,R. Dietrich,1537,26.0,pm,Y
2020-07-15,S. Beker,1537,27.0,pm,Y
2020-07-22,N. Haas,1537,10.0,pm,Y
2020-07-01,N. Haas,1537,12.0,pm,Y
2020-08-08,"Kovac, Ana",1537,5.0,pm,Y
2020-08-15,A. Kovac,1537,6.0,pm,Y
2020-08-22,S. Beker,1537,4.0,pm,Y
2020-08-01,J. Moreau,1537,33.0,pm,Y
2020-09-08,N. Haas,1537,5.0,pm,Y
2020-09-15,"Lindqvist, Maja",1537,29.0,pm,Y
2020-09-22,J. Moreau,1537,22.0,pm,Y
2020-09-01,"Dietrich, Rea",1537,232.3,pm,Y
2020-07-01,R. Dietrich,1552,3.3,systems,Y
2020-07-01,M. Lindqvist,1552,3.3,pm,Y
2020-07-01,J. Moreau,1555,28.0,software,Y
2020-07-08,D. Ferreira,1555,19.0,software,Y
2020-07-15,L. Renaud,1555,38.0,software,Y
2020-07-22,I. Arnaud,1555,4.0,software,Y
2020-07-01,"Lindqvist, Maja",1555,25.0,software,Y
2020-08-08,"Renaud, Luc",1555,56.9,software,Y
2020-07-01,"Moreau, Julien",1555,22.0,validation,Y
2020-07-08,"Arnaud, Ines",1555,40.1,validation,Y
2020-07-01,L. Renaud,1555,35.0,systems,Y
2020-07-08,"Sala, Tomas",1555,11.6,systems,Y
2020-07-01,"Dietrich, Rea",1555,31.1,pm,Y
2020-07-01,D. Ferreira,1559,18.0,hardware,Y
2020-07-08,L. Renaud,1559,18.0,hardware,Y
2020-07-15,N. Haas,1559,17.0,hardware,
2020-07-22,T. Sala,1559,6.0,hardware,Y
2020-07-01,J. Moreau,1559,13.0,hardware,Y
2020-08-08,"Renaud, Luc",1559,15.0,hardware,Y
2020-08-15,"Dietrich, Rea",1559,10.0,hardware,Y
2020-08-22,N. Haas,1559,26.0,hardware,Y
2020-08-01,P. Strand,1559,38.0,hardware,Y
2020-09-08,"Dietrich, Rea",1559,16.0,hardware,Y
2020-09-15,"Renaud, Luc",1559,17.0,hardware,Y
2020-09-22,M. Lindqvist,1559,20.0,hardware,Y
2020-09-01,I. Arnaud,1559,2033.4,hardware,Y
2020-07-01,T. Sala,1559,40.0,validation,Y
2020-07-08,"Lindqvist, Maja",1559,27.0,validation,
2020-07-15,"Strand, Petra",1559,8.0,validation,Y
2020-07-22,"Ferreira, Diogo",1559,25.0,validation,
2020-07-01,S. Beker,1559,26.0,validation,Y
2020-08-08,I. Arnaud,1559,14.0,validation,Y
2020-08-15,L. Renaud,1559,32.0,validation,Y
2020-08-22,"Strand, Petra",1559,28.0,validation,Y
2020-08-01,"Haas, Nils",1559,30.0,validation,Y
2020-09-08,R. Dietrich,1559,12.0,validation,Y
2020-09-15,"Sala, Tomas",1559,25.0,validation,Y
2020-09-22,D. Ferreira,1559,14.0,validation,
2020-09-01,"Lindqvist, Maja",1559,468.1,validation,
2020-07-01,"Ferreira, Diogo",1559,27.0,systems,Y
2020-07-08,P. Strand,1559,40.0,systems,Y
2020-07-15,L. Renaud,1559,12.0,systems,Y
2020-07-22,"Strand, Petra",1559,26.0,systems,Y
2020-07-01,M. Lindqvist,1559,12.0,systems,Y
2020-08-08,"Kovac, Ana",1559,35.0,systems,Y
2020-08-15,"Arnaud, Ines",1559,34.0,systems,
2020-08-22,I. Arnaud,1559,11.0,systems,Y
2020-08-01,N. Haas,1559,39.0,systems,Y
2020-09-08,N. Haas,1559,4.0,systems,Y
2020-09-15,A. Kovac,1559,6.0,systems,Y
2020-09-22,D. Ferreira,1559,32.0,systems,Y
2020-09-01,T. Sala,1559,171.5,systems,Y
2020-07-01,N. Haas,1559,9.0,pm,Y
2020-07-08,T. Sala,1559,22.0,pm,Y
2020-07-15,E. Palmer,1559,6.0,pm,Y
2020-07-22,S. Beker,1559,10.0,pm,Y
2020-07-01,"Renaud, Luc",1559,17.0,pm,Y
2020-08-08,"Kovac, Ana",1559,8.0,pm,Y
2020-08-15,I. Arnaud,1559,35.0,pm,Y
2020-08-22,E. Palmer,1559,20.0,pm,Y
2020-08-01,R. Dietrich,1559,172.6,pm,Y
2020-07-01,L. Renaud,1573,4.0,software,Y
2020-07-08,"Sala, Tomas",1573,53.9,software,Y
2020-07-01,R. Dietrich,1573,36.0,validation,Y
2020-07-08,L. Renaud,1573,21.9,validation,Y
2020-07-01,T. Sala,1573,28.9,pm,Y
2020-07-01,D. Ferreira,1620,23.0,validation,Y
2020-07-08,"Moreau, Julien",1620,19.0,validation,Y
2020-07-15,T. Sala,1620,4.0,validation,Y
2020-07-22,"Beker, Sena",1620,83.0,validation,Y
