# Vantis Steering Systems — timesheet export
# period: 2023 Q4   exported: 2023-12-05
# charge code format changed in 2022 and again in 2024. Older rows keep the old format.
# an empty 'approved' column means the line was never signed off, not that it was rejected.
week_ending,employee,charge_code,hours,activity,approved
2023-10-01,S. Beker,VST1016,13.0,software,Y
2023-10-08,"Sala, Tomas",VST1016,12.0,software,Y
2023-10-15,D. Ferreira,VST1016,28.0,software,Y
2023-10-22,P. Strand,VST1016,30.0,software,Y
2023-10-01,"Lindqvist, Maja",VST1016,62.9,software,Y
2023-10-01,T. Sala,VST1016,27.0,validation,Y
2023-10-08,A. Kovac,VST1016,26.1,validation,Y
2023-10-01,"Kovac, Ana",VST1016,32.0,systems,Y
2023-10-08,"Moreau, Julien",VST1016,7.8,systems,Y
2023-10-01,I. Arnaud,VST1016,26.5,pm,
2023-10-01,T. Sala,VST1078,28.0,software,Y
2023-10-08,"Dietrich, Rea",VST1078,20.0,software,Y
2023-10-15,S. Beker,VST1078,6.0,software,Y
2023-10-22,I. Arnaud,VST1078,9.0,software,Y
2023-10-01,"Dietrich, Rea",VST1078,28.0,software,Y
2023-11-08,D. Ferreira,VST1078,15.0,software,Y
2023-11-15,"Moreau, Julien",VST1078,22.0,software,Y
2023-11-22,S. Beker,VST1078,27.0,software,Y
2023-11-01,"Dietrich, Rea",VST1078,31.0,software,Y
2023-12-08,J. Moreau,VST1078,7.0,software,Y
2023-12-15,T. Sala,VST1078,8.0,software,Y
2023-12-22,"Haas, Nils",VST1078,31.0,software,Y
2023-12-01,"Haas, Nils",VST1078,689.8,software,Y
2023-10-01,I. Arnaud,VST1078,35.0,validation,Y
2023-10-08,T. Sala,VST1078,13.0,validation,Y
2023-10-15,"Sala, Tomas",VST1078,15.0,validation,Y
2023-10-22,M. Lindqvist,VST1078,37.0,validation,
2023-10-01,P. Strand,VST1078,27.0,validation,Y
2023-11-08,D. Ferreira,VST1078,5.0,validation,
2023-11-15,N. Haas,VST1078,37.0,validation,Y
2023-11-22,"Lindqvist, Maja",VST1078,4.0,validation,Y
2023-11-01,E. Palmer,VST1078,6.0,validation,Y
2023-12-08,N. Haas,VST1078,156.2,validation,Y
2023-10-01,I. Arnaud,VST1078,19.0,systems,Y
2023-10-08,S. Beker,VST1078,33.0,systems,Y
2023-10-15,"Dietrich, Rea",VST1078,13.0,systems,Y
2023-10-22,"Beker, Sena",VST1078,8.0,systems,Y
2023-10-01,"Ferreira, Diogo",VST1078,27.0,systems,Y
2023-11-08,P. Strand,VST1078,30.0,systems,Y
2023-11-15,"Sala, Tomas",VST1078,15.0,systems,
2023-11-22,L. Renaud,VST1078,106.4,systems,Y
2023-10-01,A. Kovac,VST1078,10.0,pm,Y
2023-10-08,R. Dietrich,VST1078,8.0,pm,Y
2023-10-15,E. Palmer,VST1078,35.0,pm,Y
2023-10-22,"Renaud, Luc",VST1078,12.0,pm,Y
2023-10-01,N. Haas,VST1078,102.6,pm,Y
2023-10-01,T. Sala,VST1114,21.0,software,
2023-10-08,"Renaud, Luc",VST1114,14.0,software,Y
2023-10-15,A. Kovac,VST1114,7.0,software,Y
2023-10-22,J. Moreau,VST1114,24.0,software,Y
