# Vantis Steering Systems — timesheet export
# period: 2020 Q1   exported: 2020-04-05
# charge code format changed in 2022 and again in 2024. Older rows keep the old format.
# an empty 'approved' column means the line was never signed off, not that it was rejected.
week_ending,employee,charge_code,hours,activity,approved
2020-01-01,J. Moreau,1035,20.0,software,Y
2020-01-08,E. Palmer,1035,40.0,software,Y
2020-01-15,A. Kovac,1035,25.0,software,Y
2020-01-22,M. Lindqvist,1035,10.0,software,Y
2020-01-01,R. Dietrich,1035,25.0,software,Y
2020-02-08,P. Strand,1035,21.0,software,Y
2020-02-15,R. Dietrich,1035,25.0,software,Y
2020-02-22,T. Sala,1035,12.0,software,Y
2020-02-01,"Moreau, Julien",1035,32.0,software,Y
2020-03-08,"Ferreira, Diogo",1035,8.0,software,
2020-03-15,I. Arnaud,1035,8.0,software,Y
2020-03-22,D. Ferreira,1035,18.0,software,Y
2020-03-01,I. Arnaud,1035,260.4,software,Y
2020-01-01,"Sala, Tomas",1035,15.0,systems,Y
2020-01-08,"Sala, Tomas",1035,18.0,systems,Y
2020-01-15,L. Renaud,1035,15.0,systems,Y
2020-01-22,P. Strand,1035,21.0,systems,
2020-01-01,M. Lindqvist,1035,30.0,systems,Y
2020-02-08,"Haas, Nils",1035,102.8,systems,Y
2020-01-01,"Dietrich, Rea",1035,26.0,validation,Y
2020-01-08,E. Palmer,1035,35.0,validation,Y
2020-01-15,"Arnaud, Ines",1035,5.0,validation,Y
2020-01-22,M. Lindqvist,1035,38.0,validation,Y
2020-01-01,J. Moreau,1035,26.0,validation,Y
2020-02-08,R. Dietrich,1035,71.8,validation,Y
2020-01-01,"Palmer, Ewan",1035,13.0,pm,Y
2020-01-08,I. Arnaud,1035,22.0,pm,Y
2020-01-15,T. Sala,1035,65.9,pm,Y
2020-01-01,"Haas, Nils",1099,28.1,calibration,Y
2020-01-01,I. Arnaud,1099,11.7,validation,Y
2020-01-01,"Moreau, Julien",1099,7.1,pm,Y
2020-01-01,M. Lindqvist,1227,35.2,calibration,Y
2020-01-01,M. Lindqvist,1227,14.7,validation,Y
2020-01-01,P. Strand,1227,8.7,pm,Y
2020-01-01,M. Lindqvist,1257,4.0,validation,Y
2020-01-08,"Strand, Petra",1257,40.0,validation,Y
2020-01-15,"Arnaud, Ines",1257,50.1,validation,Y
2020-01-01,"Kovac, Ana",1257,23.5,pm,Y
2020-01-01,L. Renaud,1262,7.0,software,Y
2020-01-08,"Lindqvist, Maja",1262,24.0,software,Y
2020-01-15,I. Arnaud,1262,11.0,software,Y
2020-01-22,J. Moreau,1262,16.0,software,Y
2020-01-01,A. Kovac,1262,20.0,software,Y
2020-02-08,"Palmer, Ewan",1262,35.0,software,Y
2020-02-15,E. Palmer,1262,37.0,software,Y
2020-02-22,"Lindqvist, Maja",1262,26.0,software,Y
2020-02-01,"Kovac, Ana",1262,97.1,software,Y
2020-01-01,"Moreau, Julien",1262,4.0,validation,Y
2020-01-08,"Kovac, Ana",1262,38.0,validation,Y
2020-01-15,"Dietrich, Rea",1262,38.0,validation,Y
2020-01-22,"Palmer, Ewan",1262,39.0,validation,Y
2020-01-01,R. Dietrich,1262,10.0,validation,Y
2020-02-08,"Ferreira, Diogo",1262,20.0,validation,Y
2020-02-15,I. Arnaud,1262,14.0,validation,Y
2020-02-22,T. Sala,1262,10.0,validation,Y
2020-02-01,D. Ferreira,1262,100.1,validation,Y
2020-01-01,"Palmer, Ewan",1262,12.0,pm,Y
2020-01-08,M. Lindqvist,1262,22.0,pm,Y
2020-01-15,T. Sala,1262,32.0,pm,Y
2020-01-22,J. Moreau,1262,16.0,pm,Y
2020-01-01,J. Moreau,1262,54.5,pm,Y
2020-01-01,S. Beker,1264,27.0,validation,Y
2020-01-08,S. Beker,1264,9.0,validation,Y
2020-01-15,"Sala, Tomas",1264,56.2,validation,Y
2020-01-01,N. Haas,1264,23.1,pm,Y
2020-01-01,"Sala, Tomas",1306,38.0,hardware,
2020-01-08,"Lindqvist, Maja",1306,28.0,hardware,Y
2020-01-15,"Palmer, Ewan",1306,23.0,hardware,Y
2020-01-22,S. Beker,1306,28.0,hardware,Y
2020-01-01,E. Palmer,1306,4.0,hardware,Y
2020-02-08,I. Arnaud,1306,16.0,hardware,Y
2020-02-15,R. Dietrich,1306,39.0,hardware,Y
2020-02-22,T. Sala,1306,14.0,hardware,Y
2020-02-01,L. Renaud,1306,39.0,hardware,Y
2020-03-08,E. Palmer,1306,10.0,hardware,Y
2020-03-15,"Lindqvist, Maja",1306,40.0,hardware,Y
2020-03-22,M. Lindqvist,1306,34.0,hardware,Y
2020-03-01,"Dietrich, Rea",1306,637.4,hardware,Y
2020-01-01,P. Strand,1306,25.0,validation,Y
2020-01-08,M. Lindqvist,1306,24.0,validation,Y
2020-01-15,M. Lindqvist,1306,39.0,validation,Y
2020-01-22,S. Beker,1306,38.0,validation,Y
2020-01-01,L. Renaud,1306,31.0,validation,Y
2020-02-08,M. Lindqvist,1306,10.0,validation,Y
2020-02-15,J. Moreau,1306,28.0,validation,Y
2020-02-22,R. Dietrich,1306,25.0,validation,Y
2020-02-01,"Lindqvist, Maja",1306,5.0,validation,Y
2020-03-08,S. Beker,1306,32.0,validation,Y
2020-03-15,L. Renaud,1306,88.6,validation,Y
2020-01-01,A. Kovac,1306,38.0,systems,Y
2020-01-08,"Dietrich, Rea",1306,5.0,systems,Y
2020-01-15,"Renaud, Luc",1306,4.0,systems,Y
2020-01-22,A. Kovac,1306,23.0,systems,Y
2020-01-01,S. Beker,1306,5.0,systems,Y
2020-02-08,S. Beker,1306,11.0,systems,Y
2020-02-15,A. Kovac,1306,8.0,systems,Y
2020-02-22,"Haas, Nils",1306,165.2,systems,
2020-01-01,E. Palmer,1306,24.0,pm,
2020-01-08,T. Sala,1306,20.0,pm,
2020-01-15,"Palmer, Ewan",1306,16.0,pm,Y
2020-01-22,R. Dietrich,1306,6.0,pm,Y
2020-01-01,"Kovac, Ana",1306,35.0,pm,Y
2020-02-08,S. Beker,1306,71.8,pm,Y
2020-01-01,J. Moreau,1405,15.0,software,Y
2020-01-08,E. Palmer,1405,40.0,software,Y
2020-01-15,J. Moreau,1405,37.2,software,Y
2020-01-01,"Beker, Sena",1405,10.0,validation,Y
2020-01-08,"Ferreira, Diogo",1405,29.0,validation,Y
2020-01-15,"Arnaud, Ines",1405,53.2,validation,Y
2020-01-01,"Kovac, Ana",1405,7.0,pm,Y
2020-01-08,I. Arnaud,1405,39.2,pm,Y
2020-01-01,S. Beker,1412,16.0,calibration,Y
2020-01-08,S. Beker,1412,30.6,calibration,Y
2020-01-01,"Moreau, Julien",1412,19.4,validation,Y
2020-01-01,I. Arnaud,1412,11.6,pm,Y
2020-01-01,T. Sala,1428,18.0,validation,Y
2020-01-08,"Strand, Petra",1428,20.0,validation,Y
2020-01-15,D. Ferreira,1428,33.5,validation,Y
2020-01-01,R. Dietrich,1428,17.9,pm,Y
2020-01-01,A. Kovac,1480,26.0,software,Y
2020-01-08,"Lindqvist, Maja",1480,21.0,software,Y
2020-01-15,T. Sala,1480,25.0,software,Y
2020-01-22,A. Kovac,1480,22.0,software,
2020-01-01,R. Dietrich,1480,19.0,software,Y
2020-02-08,"Kovac, Ana",1480,38.0,software,Y
2020-02-15,"Moreau, Julien",1480,13.0,software,Y
2020-02-22,L. Renaud,1480,17.0,software,Y
2020-02-01,S. Beker,1480,32.0,software,Y
2020-03-08,"Sala, Tomas",1480,12.0,software,Y
2020-03-15,S. Beker,1480,37.0,software,Y
2020-03-22,R. Dietrich,1480,128.6,software,Y
2020-01-01,N. Haas,1480,34.0,systems,Y
2020-01-08,J. Moreau,1480,27.0,systems,Y
2020-01-15,I. Arnaud,1480,24.0,systems,Y
2020-01-22,"Renaud, Luc",1480,37.0,systems,Y
2020-01-01,N. Haas,1480,34.2,systems,Y
2020-01-01,T. Sala,1480,23.0,validation,Y
2020-01-08,N. Haas,1480,14.0,validation,Y
2020-01-15,"Strand, Petra",1480,19.0,validation,Y
2020-01-22,A. Kovac,1480,7.0,validation,Y
2020-01-01,"Renaud, Luc",1480,93.2,validation,Y
2020-01-01,S. Beker,1480,17.0,pm,Y
2020-01-08,P. Strand,1480,9.0,pm,Y
2020-01-15,P. Strand,1480,52.2,pm,Y
2020-01-01,R. Dietrich,1492,23.0,validation,Y
2020-01-08,"Dietrich, Rea",1492,23.0,validation,Y
2020-01-15,R. Dietrich,1492,10.0,validation,Y
2020-01-22,P. Strand,1492,73.0,validation,Y
2020-01-01,"Beker, Sena",1492,32.3,pm,Y
2020-01-01,"Renaud, Luc",1596,9.0,hardware,Y
2020-01-08,"Palmer, Ewan",1596,27.0,hardware,Y
2020-01-15,T. Sala,1596,26.0,hardware,Y
2020-01-22,J. Moreau,1596,23.0,hardware,
2020-01-01,"Renaud, Luc",1596,18.0,hardware,
2020-02-08,N. Haas,1596,32.0,hardware,Y
2020-02-15,A. Kovac,1596,14.0,hardware,
2020-02-22,S. Beker,1596,18.0,hardware,Y
2020-02-01,D. Ferreira,1596,28.0,hardware,Y
2020-03-08,J. Moreau,1596,15.0,hardware,Y
2020-03-15,S. Beker,1596,4.0,hardware,Y
2020-03-22,J. Moreau,1596,8.0,hardware,Y
2020-03-01,T. Sala,1596,2004.2,hardware,Y
2020-01-01,"Dietrich, Rea",1596,30.0,validation,Y
2020-01-08,A. Kovac,1596,25.0,validation,Y
2020-01-15,T. Sala,1596,18.0,validation,Y
2020-01-22,J. Moreau,1596,18.0,validation,Y
2020-01-01,M. Lindqvist,1596,12.0,validation,Y
2020-02-08,"Lindqvist, Maja",1596,16.0,validation,Y
2020-02-15,J. Moreau,1596,23.0,validation,
2020-02-22,"Beker, Sena",1596,36.0,validation,Y
2020-02-01,"Moreau, Julien",1596,4.0,validation,Y
2020-03-08,"Haas, Nils",1596,27.0,validation,Y
2020-03-15,L. Renaud,1596,8.0,validation,Y
2020-03-22,A. Kovac,1596,17.0,validation,Y
2020-03-01,"Arnaud, Ines",1596,508.1,validation,Y
2020-01-01,N. Haas,1596,14.0,systems,Y
2020-01-08,I. Arnaud,1596,34.0,systems,Y
2020-01-15,S. Beker,1596,12.0,systems,Y
2020-01-22,M. Lindqvist,1596,17.0,systems,Y
2020-01-01,D. Ferreira,1596,28.0,systems,Y
2020-02-08,L. Renaud,1596,16.0,systems,
