# Vantis Steering Systems — timesheet export
# period: 2025 Q2   exported: 2025-07-05
# charge code format changed in 2022 and again in 2024. Older rows keep the old format.
# an empty 'approved' column means the line was never signed off, not that it was rejected.
week_ending,employee,charge_code,hours,activity,approved
2025-04-01,"Strand, Petra",VST-1139,40.0,safety,Y
2025-04-08,"Arnaud, Ines",VST-1139,22.0,safety,Y
2025-04-15,S. Beker,VST-1139,14.0,safety,Y
2025-04-22,"Strand, Petra",VST-1139,40.0,safety,Y
2025-04-01,N. Haas,VST-1139,18.0,safety,Y
2025-05-08,"Sala, Tomas",VST-1139,26.0,safety,Y
2025-05-15,J. Moreau,VST-1139,15.0,safety,Y
2025-05-22,M. Lindqvist,VST-1139,28.0,safety,Y
2025-05-01,P. Strand,VST-1139,34.0,safety,Y
2025-06-08,P. Strand,VST-1139,83.6,safety,Y
2025-04-01,"Strand, Petra",VST-1139,30.0,systems,Y
2025-04-08,P. Strand,VST-1139,14.0,systems,Y
2025-04-15,D. Ferreira,VST-1139,47.6,systems,Y
2025-04-01,"Dietrich, Rea",VST-1139,13.0,pm,Y
2025-04-08,"Ferreira, Diogo",VST-1139,32.8,pm,Y
2025-04-01,A. Kovac,VST-1150,3.8,systems,Y
2025-04-01,J. Moreau,VST-1150,3.7,pm,Y
2025-04-01,R. Dietrich,VST-1161,15.0,software,Y
2025-04-08,N. Haas,VST-1161,43.2,software,Y
2025-04-01,E. Palmer,VST-1161,7.0,validation,Y
2025-04-08,E. Palmer,VST-1161,51.2,validation,Y
2025-04-01,"Lindqvist, Maja",VST-1161,29.2,pm,Y
2025-04-01,N. Haas,VST-1171,12.0,software,Y
2025-04-08,"Arnaud, Ines",VST-1171,54.7,software,Y
2025-04-01,"Beker, Sena",VST-1171,29.0,validation,Y
2025-04-08,"Kovac, Ana",VST-1171,37.7,validation,Y
2025-04-01,D. Ferreira,VST-1171,33.3,pm,Y
2025-04-01,"Kovac, Ana",VST-1199,14.0,safety,Y
2025-04-08,"Moreau, Julien",VST-1199,34.0,safety,Y
2025-04-15,"Strand, Petra",VST-1199,20.0,safety,Y
2025-04-22,L. Renaud,VST-1199,33.0,safety,Y
2025-04-01,S. Beker,VST-1199,40.0,safety,Y
2025-05-08,J. Moreau,VST-1199,38.0,safety,Y
2025-05-15,"Beker, Sena",VST-1199,10.0,safety,Y
2025-05-22,"Palmer, Ewan",VST-1199,13.0,safety,Y
2025-05-01,"Lindqvist, Maja",VST-1199,101.5,safety,Y
2025-04-01,"Dietrich, Rea",VST-1199,23.0,systems,Y
2025-04-08,"Renaud, Luc",VST-1199,31.0,systems,Y
2025-04-15,D. Ferreira,VST-1199,32.7,systems,
2025-04-01,"Kovac, Ana",VST-1199,24.0,pm,Y
2025-04-08,"Arnaud, Ines",VST-1199,19.4,pm,Y
2025-04-01,"Renaud, Luc",VST-1207,29.0,safety,Y
2025-04-08,P. Strand,VST-1207,37.0,safety,Y
2025-04-15,D. Ferreira,VST-1207,23.0,safety,Y
2025-04-22,M. Lindqvist,VST-1207,29.0,safety,Y
2025-04-01,M. Lindqvist,VST-1207,11.0,safety,Y
2025-05-08,T. Sala,VST-1207,39.0,safety,Y
2025-05-15,T. Sala,VST-1207,37.0,safety,Y
2025-05-22,"Beker, Sena",VST-1207,21.0,safety,
2025-05-01,D. Ferreira,VST-1207,11.0,safety,Y
2025-06-08,T. Sala,VST-1207,26.0,safety,Y
2025-06-15,M. Lindqvist,VST-1207,36.0,safety,Y
2025-06-22,"Kovac, Ana",VST-1207,14.0,safety,Y
2025-06-01,L. Renaud,VST-1207,934.8,safety,Y
2025-04-01,S. Beker,VST-1207,21.0,systems,Y
2025-04-08,"Haas, Nils",VST-1207,27.0,systems,Y
2025-04-15,T. Sala,VST-1207,9.0,systems,Y
2025-04-22,I. Arnaud,VST-1207,18.0,systems,Y
2025-04-01,R. Dietrich,VST-1207,23.0,systems,Y
