# Vantis Steering Systems — timesheet export
# period: 2026 Q2   exported: 2026-07-05
# charge code format changed in 2022 and again in 2024. Older rows keep the old format.
# an empty 'approved' column means the line was never signed off, not that it was rejected.
week_ending,employee,charge_code,hours,activity,approved
2026-04-01,L. Renaud,VST-1020,38.0,hardware,Y
2026-04-08,"Kovac, Ana",VST-1020,15.0,hardware,Y
2026-04-15,D. Ferreira,VST-1020,8.0,hardware,Y
2026-04-22,"Strand, Petra",VST-1020,15.0,hardware,Y
2026-04-01,L. Renaud,VST-1020,31.0,hardware,Y
2026-05-08,"Strand, Petra",VST-1020,31.0,hardware,Y
2026-05-15,A. Kovac,VST-1020,12.0,hardware,Y
2026-05-22,"Beker, Sena",VST-1020,14.0,hardware,
2026-05-01,"Dietrich, Rea",VST-1020,12.0,hardware,Y
2026-06-08,N. Haas,VST-1020,29.0,hardware,Y
2026-06-15,I. Arnaud,VST-1020,32.0,hardware,Y
2026-06-22,R. Dietrich,VST-1020,7.0,hardware,Y
2026-06-01,"Renaud, Luc",VST-1020,774.7,hardware,Y
2026-04-01,R. Dietrich,VST-1020,17.0,validation,Y
2026-04-08,R. Dietrich,VST-1020,8.0,validation,Y
2026-04-15,N. Haas,VST-1020,34.0,validation,Y
2026-04-22,P. Strand,VST-1020,20.0,validation,Y
2026-04-01,"Lindqvist, Maja",VST-1020,24.0,validation,Y
2026-05-08,"Lindqvist, Maja",VST-1020,39.0,validation,Y
2026-05-15,D. Ferreira,VST-1020,9.0,validation,Y
2026-05-22,J. Moreau,VST-1020,10.0,validation,Y
2026-05-01,N. Haas,VST-1020,26.0,validation,Y
2026-06-08,T. Sala,VST-1020,17.0,validation,Y
2026-06-15,T. Sala,VST-1020,166.4,validation,Y
2026-04-01,J. Moreau,VST-1020,37.0,systems,Y
2026-04-08,"Dietrich, Rea",VST-1020,4.0,systems,Y
2026-04-15,"Ferreira, Diogo",VST-1020,15.0,systems,Y
2026-04-22,M. Lindqvist,VST-1020,33.0,systems,Y
2026-04-01,I. Arnaud,VST-1020,7.0,systems,Y
2026-05-08,T. Sala,VST-1020,27.0,systems,Y
2026-05-15,M. Lindqvist,VST-1020,39.0,systems,Y
2026-05-22,I. Arnaud,VST-1020,19.0,systems,Y
2026-05-01,I. Arnaud,VST-1020,96.8,systems,Y
2026-04-01,D. Ferreira,VST-1020,7.0,pm,Y
2026-04-08,"Beker, Sena",VST-1020,35.0,pm,Y
2026-04-15,E. Palmer,VST-1020,30.0,pm,Y
2026-04-22,T. Sala,VST-1020,11.0,pm,Y
2026-04-01,"Haas, Nils",VST-1020,23.0,pm,Y
2026-05-08,"Strand, Petra",VST-1020,79.3,pm,Y
2026-04-01,"Strand, Petra",VST-1046,33.0,calibration,Y
2026-04-08,D. Ferreira,VST-1046,14.3,calibration,Y
2026-04-01,N. Haas,VST-1046,19.7,validation,Y
