# Vantis Steering Systems — timesheet export
# period: 2023 Q2   exported: 2023-07-05
# charge code format changed in 2022 and again in 2024. Older rows keep the old format.
# an empty 'approved' column means the line was never signed off, not that it was rejected.
week_ending,employee,charge_code,hours,activity,approved
2023-04-01,R. Dietrich,VST1012,11.0,software,Y
2023-04-08,"Lindqvist, Maja",VST1012,39.0,software,Y
2023-04-15,I. Arnaud,VST1012,28.0,software,Y
2023-04-22,R. Dietrich,VST1012,25.0,software,Y
2023-04-01,"Palmer, Ewan",VST1012,38.0,software,Y
2023-05-08,J. Moreau,VST1012,21.0,software,Y
2023-05-15,T. Sala,VST1012,34.0,software,Y
2023-05-22,"Dietrich, Rea",VST1012,18.0,software,Y
2023-05-01,"Strand, Petra",VST1012,66.0,software,Y
2023-04-01,"Dietrich, Rea",VST1012,20.0,validation,Y
2023-04-08,P. Strand,VST1012,21.0,validation,Y
2023-04-15,L. Renaud,VST1012,14.0,validation,Y
2023-04-22,"Palmer, Ewan",VST1012,36.0,validation,Y
2023-04-01,"Arnaud, Ines",VST1012,9.0,validation,Y
2023-05-08,S. Beker,VST1012,38.0,validation,
2023-05-15,R. Dietrich,VST1012,31.0,validation,Y
2023-05-22,E. Palmer,VST1012,36.0,validation,Y
2023-05-01,S. Beker,VST1012,75.0,validation,Y
2023-04-01,D. Ferreira,VST1012,27.0,pm,Y
2023-04-08,T. Sala,VST1012,12.0,pm,Y
2023-04-15,"Moreau, Julien",VST1012,10.0,pm,Y
2023-04-22,"Ferreira, Diogo",VST1012,25.0,pm,Y
2023-04-01,"Lindqvist, Maja",VST1012,66.1,pm,Y
2023-04-01,"Kovac, Ana",VST1052,20.0,software,Y
2023-04-08,J. Moreau,VST1052,20.0,software,Y
2023-04-15,"Moreau, Julien",VST1052,38.0,software,
2023-04-22,E. Palmer,VST1052,35.0,software,Y
2023-04-01,S. Beker,VST1052,11.0,software,Y
2023-05-08,D. Ferreira,VST1052,10.0,software,
2023-05-15,"Lindqvist, Maja",VST1052,32.0,software,Y
2023-05-22,S. Beker,VST1052,19.0,software,Y
2023-05-01,L. Renaud,VST1052,14.0,software,Y
2023-06-08,R. Dietrich,VST1052,36.0,software,Y
2023-06-15,E. Palmer,VST1052,117.4,software,Y
2023-04-01,"Sala, Tomas",VST1052,18.0,systems,Y
2023-04-08,J. Moreau,VST1052,6.0,systems,Y
2023-04-15,N. Haas,VST1052,36.0,systems,Y
2023-04-22,"Beker, Sena",VST1052,33.0,systems,Y
2023-04-01,"Strand, Petra",VST1052,47.9,systems,Y
2023-04-01,"Kovac, Ana",VST1052,25.0,validation,Y
2023-04-08,J. Moreau,VST1052,36.0,validation,Y
2023-04-15,"Renaud, Luc",VST1052,36.0,validation,Y
2023-04-22,M. Lindqvist,VST1052,5.0,validation,Y
2023-04-01,L. Renaud,VST1052,38.9,validation,Y
2023-04-01,R. Dietrich,VST1052,10.0,pm,Y
2023-04-08,"Kovac, Ana",VST1052,22.0,pm,Y
2023-04-15,T. Sala,VST1052,38.5,pm,Y
2023-04-01,P. Strand,VST1053,31.0,hardware,Y
2023-04-08,A. Kovac,VST1053,37.0,hardware,Y
2023-04-15,T. Sala,VST1053,11.0,hardware,Y
2023-04-22,"Arnaud, Ines",VST1053,38.0,hardware,Y
2023-04-01,N. Haas,VST1053,20.0,hardware,Y
2023-05-08,I. Arnaud,VST1053,22.0,hardware,Y
2023-05-15,"Lindqvist, Maja",VST1053,30.0,hardware,Y
2023-05-22,E. Palmer,VST1053,23.0,hardware,Y
2023-05-01,S. Beker,VST1053,38.0,hardware,Y
2023-06-08,J. Moreau,VST1053,21.0,hardware,Y
2023-06-15,L. Renaud,VST1053,33.0,hardware,Y
2023-06-22,A. Kovac,VST1053,10.0,hardware,
2023-06-01,T. Sala,VST1053,870.0,hardware,Y
2023-04-01,"Strand, Petra",VST1053,14.0,validation,Y
2023-04-08,A. Kovac,VST1053,15.0,validation,Y
2023-04-15,N. Haas,VST1053,29.0,validation,Y
2023-04-22,I. Arnaud,VST1053,37.0,validation,Y
2023-04-01,E. Palmer,VST1053,6.0,validation,Y
2023-05-08,"Dietrich, Rea",VST1053,10.0,validation,Y
2023-05-15,N. Haas,VST1053,17.0,validation,Y
2023-05-22,"Moreau, Julien",VST1053,8.0,validation,
2023-05-01,"Renaud, Luc",VST1053,36.0,validation,Y
2023-06-08,"Lindqvist, Maja",VST1053,17.0,validation,Y
