# Vantis Steering Systems — timesheet export
# period: 2023 Q3   exported: 2023-10-05
# charge code format changed in 2022 and again in 2024. Older rows keep the old format.
# an empty 'approved' column means the line was never signed off, not that it was rejected.
week_ending,employee,charge_code,hours,activity,approved
2023-07-01,N. Haas,VST1001,4.1,systems,Y
2023-07-01,P. Strand,VST1001,4.1,pm,Y
2023-07-01,L. Renaud,VST1007,13.0,safety,Y
2023-07-08,"Dietrich, Rea",VST1007,12.0,safety,Y
2023-07-15,"Haas, Nils",VST1007,21.0,safety,Y
2023-07-22,D. Ferreira,VST1007,10.0,safety,Y
2023-07-01,"Arnaud, Ines",VST1007,4.0,safety,Y
2023-08-08,A. Kovac,VST1007,34.0,safety,Y
2023-08-15,"Sala, Tomas",VST1007,115.4,safety,Y
2023-07-01,A. Kovac,VST1007,4.0,systems,Y
2023-07-08,J. Moreau,VST1007,55.8,systems,Y
2023-07-01,"Ferreira, Diogo",VST1007,30.0,pm,Y
2023-07-01,"Sala, Tomas",VST1079,34.0,software,Y
2023-07-08,D. Ferreira,VST1079,10.0,software,Y
2023-07-15,P. Strand,VST1079,40.0,software,Y
2023-07-22,"Dietrich, Rea",VST1079,11.0,software,Y
2023-07-01,"Ferreira, Diogo",VST1079,29.0,software,Y
2023-08-08,"Moreau, Julien",VST1079,28.0,software,
2023-08-15,S. Beker,VST1079,16.0,software,Y
2023-08-22,P. Strand,VST1079,33.0,software,
2023-08-01,T. Sala,VST1079,29.0,software,Y
2023-09-08,"Dietrich, Rea",VST1079,22.0,software,Y
2023-09-15,"Sala, Tomas",VST1079,30.0,software,Y
2023-09-22,L. Renaud,VST1079,33.0,software,Y
2023-09-01,S. Beker,VST1079,2202.5,software,Y
2023-07-01,"Sala, Tomas",VST1079,8.0,systems,Y
2023-07-08,M. Lindqvist,VST1079,25.0,systems,Y
2023-07-15,"Arnaud, Ines",VST1079,27.0,systems,Y
2023-07-22,P. Strand,VST1079,6.0,systems,Y
2023-07-01,"Sala, Tomas",VST1079,16.0,systems,
2023-08-08,S. Beker,VST1079,17.0,systems,Y
2023-08-15,J. Moreau,VST1079,20.0,systems,Y
2023-08-22,T. Sala,VST1079,39.0,systems,
2023-08-01,J. Moreau,VST1079,40.0,systems,Y
2023-09-08,N. Haas,VST1079,31.0,systems,Y
2023-09-15,P. Strand,VST1079,32.0,systems,Y
2023-09-22,R. Dietrich,VST1079,34.0,systems,Y
2023-09-01,S. Beker,VST1079,712.0,systems,Y
2023-07-01,D. Ferreira,VST1079,34.0,validation,Y
2023-07-08,A. Kovac,VST1079,19.0,validation,Y
2023-07-15,"Kovac, Ana",VST1079,18.0,validation,Y
2023-07-22,T. Sala,VST1079,8.0,validation,Y
2023-07-01,E. Palmer,VST1079,19.0,validation,Y
2023-08-08,D. Ferreira,VST1079,31.0,validation,Y
2023-08-15,E. Palmer,VST1079,19.0,validation,Y
2023-08-22,"Lindqvist, Maja",VST1079,34.0,validation,Y
2023-08-01,T. Sala,VST1079,25.0,validation,Y
2023-09-08,P. Strand,VST1079,21.0,validation,Y
2023-09-15,"Dietrich, Rea",VST1079,22.0,validation,
2023-09-22,R. Dietrich,VST1079,29.0,validation,Y
2023-09-01,"Palmer, Ewan",VST1079,728.0,validation,Y
2023-07-01,M. Lindqvist,VST1079,19.0,pm,Y
2023-07-08,"Haas, Nils",VST1079,29.0,pm,Y
2023-07-15,"Arnaud, Ines",VST1079,39.0,pm,Y
2023-07-22,I. Arnaud,VST1079,23.0,pm,Y
2023-07-01,"Haas, Nils",VST1079,9.0,pm,Y
2023-08-08,"Renaud, Luc",VST1079,28.0,pm,Y
2023-08-15,D. Ferreira,VST1079,7.0,pm,Y
2023-08-22,"Kovac, Ana",VST1079,23.0,pm,Y
2023-08-01,A. Kovac,VST1079,14.0,pm,Y
